#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,סגור
CameraDeviceParamsCI_MotionMask,פרמטרי זיהוי תנועה
CameraDeviceParamsCI_PreMotionRecTime_s,זמן הקלטה לפני תנועה
CameraDeviceParamsCI_PostMotionRecTime_s,זמן הקלטת תנועה

AnalyticsDeviceParamsCI_MotionEvent,אירוע זיהוי תנועה מבוסס על ניתוח נתונים
AnalyticsDeviceParamsCI_MotionRoi,אירוע זיהוי תנועה מבוסס על ניתוח נתונים
AnalyticsDeviceParamsCI_Events,אירועי זיהוי ניתוח נתונים
AnalyticsDeviceParamsCI_Rois,אזורי זיהוי ניתוח נתונים

CompressionDeviceParamsCI_CompressionType,תבנית דחיסת תמונה
CompressionDeviceParamsCI_RequestedFrameRate,קצב מסגרות
CompressionDeviceParamsCI_ActualFrameRate,קצב מסגרות
CompressionDeviceParamsCI_ImageQuality,איכות תמונה
CompressionDeviceParamsCI_EnBothFields,רזולוציה מלאה
CompressionDeviceParamsCI_EnConstBitrate,קצב סיביות קבוע מופעל
CompressionDeviceParamsCI_ConstBitrate,ערך קצב סיביות קבוע
CompressionDeviceParamsCI_MaxBitrate,קצב סיביות מרבי
CompressionDeviceParamsCI_BitratePriority,קדימות קצב סיביות
CompressionDeviceParamsCI_KeyFrameInterval,מרווח זמן מסגרת ראשית
CompressionDeviceParamsCI_KeyFrameIntervalFrames,מרווח זמן מסגרת ראשית
CompressionDeviceParamsCI_Resolution,רזולוציית תמונה
CompressionDeviceParamsCI_EnMultiStreaming,זרימות מרובות זמינות

DigitalInputDeviceParamsCI_DigitalInputName,שם קלט דיגיטלי
DigitalInputDeviceParamsCI_DigitalInputActiveHigh,מצב מעגל קלט דיגיטלי
DigitalInputDeviceParamsCI_DigitalInputMaxEventDuration_ms,משך הקלטת קלט דיגיטלי
DigitalInputDeviceParamsCI_DigitalInputPreRecordTime_s,זמן הקלטה לפני אירוע של קלט דיגיטלי
DigitalInputDeviceParamsCI_DigitalInputPostRecordTime_s,זמן הקלטה לאחר אירוע של קלט דיגיטלי

DigitalOutputDeviceParamsCI_DigitalOutputName,שם פלט דיגיטלי
DigitalOutputDeviceParamsCI_DigitalOutputNormalCircuitState,מצב מעגל פלט דיגיטלי
DigitalOutputDeviceParamsCI_ManualActivationMode,מצב הפעלת פלט דיגיטלי
DigitalOutputDeviceParamsCI_ManualActivationDuration_ms,משך הפעלת פלט דיגיטלי
DigitalOutputDeviceParamsCI_ManualPulsePeriod_ms,תקופת מתקפי פלט דיגיטלי
DigitalOutputDeviceParamsCI_ManualPulseDutyCycle,הספק מתקפי פלט דיגיטלי
DigitalOutputDeviceParamsCI_ManualPulseRepeatCount,ספירה חוזרת של מתקפי פלט דיגיטלי

AnalyticChannelParamsCI_ChannelSource,analytics channel source

ExternalNotifierParamsCI_Configuration,תצורת הודעות חיצוניות

GeneralDeviceParamsCI_DeviceName,שם מצלמה
GeneralDeviceParamsCI_LocationString,מיקום מצלמה
GeneralDeviceParamsCI_LedDisable,נוריות סטטוס של מצלמה
GeneralDeviceParamsCI_TerminationEnable,סיום קלט וידאו מופעל
GeneralDeviceParamsCI_IRTestCycle,מחזור בדיקת IR של מצלמה
GeneralDeviceParamsCI_PrivacyZones,אזור פרטיות
GeneralDeviceParamsCI_LogicalDeviceId,מזהה לוגי

MicDeviceParamsCI_AudioInName,שם מיקרופון
MicDeviceParamsCI_AudioInSourceType,מקור מיקרופון
MicDeviceParamsCI_AudioInVolume,שבח מיקרופון
MicDeviceParamsCI_AudioInEnable,מיקרופון מופעל

NetworkDeviceParamsCI_StaticIpAddr,כתובת IP סטטית
NetworkDeviceParamsCI_StaticIpMask,מסכת רשת משנה של כתובת IP סטטית
NetworkDeviceParamsCI_StaticIpGateway,שער כתובת IP סטטי
NetworkDeviceParamsCI_IpAcquisitionMode,מצב רכישת כתובת IP
NetworkDeviceParamsCI_SoapServicePort,יציאת בקרה
NetworkDeviceParamsCI_HttpsPort,יציאת HTTPS
NetworkDeviceParamsCI_RtspPort,יציאת RTSP
NetworkDeviceParamsCI_ZeroConfEnable,תצורת-אפס מופעלת
NetworkDeviceParamsCI_MulticastEnable,שידור לקבוצה מופעל
NetworkDeviceParamsCI_MulticastIpAddr,כתובת IP של שידור לקבוצה
NetworkDeviceParamsCI_MulticastTtl,TTL של שידור לקבוצה
NetworkDeviceParamsCI_MulticastPortRangeStart,יציאה בסיסית של שידור לקבוצה
NetworkDeviceParamsCI_MulticastPortRangeSize,טווח יציאות של שידור לקבוצה

PtzDeviceParamsCI_PtzProtocol,פרוטוקול PTZ
PtzDeviceParamsCI_PtzAddress,כתובת מתג בורר של PTZ
PtzDeviceParamsCI_PtzEnable,PTZ מופעלת
PtzDeviceParamsCI_PtzNamedPresets,תחנות קבועות בעלות שם של PTZ
PtzDeviceParamsCI_PtzNamedPatterns,תבניות בעלות שם של PTZ

RecordingDeviceParamsCI_ManualRecordTime_m,משך הקלטה ידנית
RecordingDeviceParamsCI_ManualRecordPreRecordTime_s,זמן הקלטה ידנית לפני גורם מפעיל

SerialPortDeviceParamsCI_Baud,קצב באוד של PTZ
SerialPortDeviceParamsCI_Parity,זוגיות PTZ

SpeakerDeviceParamsCI_AudioOutName,שם רמקול
SpeakerDeviceParamsCI_AudioOutVolume,עוצמת רמקול
SpeakerDeviceParamsCI_AudioOutRecordEnable,פלט רמקול בהקלטה
SpeakerDeviceParamsCI_AudioOutEnable,רמקול מופעל

GeneralServerParamsCI_ServerName,שם שרת
GeneralServerParamsCI_SmtpServerAddress,שרת SMTP של שרת דואר אלקטרוני
GeneralServerParamsCI_SmtpUsername,שם משתמש בשרת דואר אלקטרוני
GeneralServerParamsCI_SmtpPassword,סיסמת שרת דואר אלקטרוני
GeneralServerParamsCI_SmtpSenderAddress,כתובת דואר אלקטרוני של שולח שרת דואר אלקטרוני
GeneralServerParamsCI_SmtpSenderName,שם שולח בשרת דואר אלקטרוני
GeneralServerParamsCI_EmailSubject,שורת נושא בשרת דואר אלקטרוני
GeneralServerParamsCI_SmtpAuthentication,אימות נדרש בשרת דואר אלקטרוני
GeneralServerParamsCI_SmtpSSL,SMTP SSL של שרת דואר אלקטרוני
GeneralServerParamsCI_SmtpTimeoutPeriod,זמן קצוב של שרת דואר אלקטרוני
GeneralServerParamsCI_SmtpServerPort,יציאת שרת דואר אלקטרוני

LicensePlateChannelParamsCI_Name,שם מסלול לזיהוי לוחיות רישוי
LicensePlateChannelParamsCI_Device,מצלמה לזיהוי לוחיות רישוי
LicensePlateChannelParamsCI_Roi,אזור לזיהוי לוחיות רישוי
LicensePlateChannelParamsCI_Rect,אזור לזיהוי לוחיות רישוי
LicensePlateChannelParamsCI_Context,תצורת זיהוי לוחיות רישוי
LicensePlateChannelParamsCI_Enabled,נתיב לזיהוי לוחיות רישוי מופעל
LicensePlateChannelParamsCI_Height,גובה לזיהוי לוחיות רישוי
LicensePlateChannelParamsCI_PreRecordTime,זמן הקלטה לפני אירוע לזיהוי לוחיות רישוי
LicensePlateChannelParamsCI_PostRecordTime,זמן הקלטה לאחר אירוע לזיהוי לוחיות רישוי

StorageCameraParamsCI_AgingNumTiers,מקליט התיישנות נתונים
StorageCameraParamsCI_AgingTierTargets,התיישנות נתונים מוקלטים
StorageCameraParamsCI_RetentionDays,מקליט בזמן הקלטה מרבי
StorageCameraParamsCI_ParamsLinked,מקליט פרמטרים מקושרים
StorageCameraParamsCI_NonPriorityRecPeriod_ms,מקליט בפרק זמן להקלטה ללא קדימות
StorageCameraParamsCI_PreRecordingMinutes,דקות לפני הקלטה
StorageCameraParamsCI_PreRecordingSeconds,שניות לפני הקלטה

StorageParamsCI_BackupEnabled,אחסון מתוזמן בארכיון מופעל
StorageParamsCI_BackupDevices,מצלמות אחסון מתוזמן בארכיון לאחסון בארכיון
StorageParamsCI_BackupDeleteOldest,מחיקת אחסון מתוזמן בארכיון
StorageParamsCI_BackupPeriod,תדירות אחסון מתוזמן בארכיון
StorageParamsCI_BackupDuration,כיסוי אחסון מתוזמן בארכיון
StorageParamsCI_BackupStartDate,תאריך התחלת אחסון מתוזמן בארכיון
StorageParamsCI_BackupExecuteTime,שעת ביצוע אחסון מתוזמן בארכיון
StorageParamsCI_LastBackupSysTime,שעת האחסון המתוזמן בארכיון אחרון
StorageParamsCI_NextBackupSysTime,שעת האחסון המתוזמן בארכיון הבא
StorageParamsCI_AgingNumTiersLinked,שכבות מספרי התיישנות מתוזמנות מקושרות
StorageParamsCI_AgingTierTargetsLinked,יעדי שכבות מתוזמנות מקושרות
StorageParamsCI_RetentionDaysLinked,ימי שמירה מתוזמנים מקושרים

LdapServerParamsCI_UserName,שם משתמש ב-Active Directory
LdapServerParamsCI_Password,סיסמה ב-Active Directory
LdapServerParamsCI_DomainName,תחום Active Directory
LdapServerParamsCI_ServerAddress,שרת Active Directory
LdapServerParamsCI_Enabled,Active Directory מופעל

SiteSetting_SiteName,שם אתר
SiteSetting_Hierarchy,היררכיה ארגונית
SettingError_Unspecified,יש לציין ערך עבור '%1%'.
SettingError_Invalid,הערך עבור '%1%' אינו חוקי.

#################################################
# Schedule Management Strings
#################################################

SchedulesMgmtEditRecurrencesListTitle,הישנויות:
SchedulesMgmtEditSchedulesFormTitle,עריכה...
SchedulesMgmtAddScheduleButtonText,הוסף
SchedulesMgmtRemoveScheduleButtonText,מחק
SchedulesMgmtAddRecurrenceButtonText,הוספה...
SchedulesMgmtRemoveRecurrenceButtonText,מחק
SchedulesMgmtEditSchedulesScheduleName,שם:
SchedulesMgmtEditSchedulesScheduleStartTime,התחלה:
SchedulesMgmtEditSchedulesScheduleEndTime,סיום:
SchedulesMgmtEditSchedulesScheduleStartDate,תאריך התחלה:
SchedulesMgmtEditSchedulesDailyRecurrence,יומי
SchedulesMgmtEditSchedulesWeeklyRecurrence,שבועי
SchedulesMgmtEditSchedulesMonthlyRecurrence,חודשי
SchedulesMgmtEditSchedulesYearlyRecurrence,שנתי
SchedulesMgmtEditRecurrenceEvery,חזור כל
SchedulesMgmtEditDailyRecurrenceEveryUnits,ימים
SchedulesMgmtEditWeeklyRecurrenceEveryUnits,שבועות ב:
SchedulesMgmtEditMonthlyRecurrenceEveryUnits,חודשים ב:
SchedulesMgmtEditYearlyRecurrenceEveryUnits,שנים ב:
SchedulesMgmtEditWeeklySundayCaption,יום ראשון
SchedulesMgmtEditWeeklyMondayCaption,יום שני
SchedulesMgmtEditWeeklyTuesdayCaption,יום שלישי
SchedulesMgmtEditWeeklyWednesdayCaption,יום רביעי
SchedulesMgmtEditWeeklyThursdayCaption,יום חמישי
SchedulesMgmtEditWeeklyFridayCaption,יום שישי
SchedulesMgmtEditWeeklySaturdayCaption,יום שבת
SchedulesMgmtOnDayRadioButtonLabel,יום
SchedulesMgmtOnWeekRadioButtonLabel,המידע
SchedulesMgmtOnWeekFirstWeekLabel,ראשון
SchedulesMgmtOnWeekSecondWeekLabel,שני
SchedulesMgmtOnWeekThirdWeekLabel,שלישי
SchedulesMgmtOnWeekFourthWeekLabel,רביעי
SchedulesMgmtOnWeekLastWeekLabel,אחרון
SchedulesMgmtYearlyRecurrenceOfMonthLabel,מתוך
SchedulesMgmtMonthJanuary,ינואר
SchedulesMgmtMonthFebruary,פברואר
SchedulesMgmtMonthMarch,מרץ
SchedulesMgmtMonthApril,אפריל
SchedulesMgmtMonthMay,מאי
SchedulesMgmtMonthJune,יוני
SchedulesMgmtMonthJuly,יולי
SchedulesMgmtMonthAugust,אוגוסט
SchedulesMgmtMonthSeptember,ספטמבר
SchedulesMgmtMonthOctober,אוקטובר
SchedulesMgmtMonthNovember,נובמבר
SchedulesMgmtMonthDecember,דצמבר
SchedulesMgmtUsedScheduleRemoveMessage,לוח זמנים זה נמצא בשימוש ולא ניתן למחוק אותו.
SchedulesMgmtRemoveScheduleQuestion,האם אתה בטוח שברצונך למחוק את התזמון '%1%'? 
SchedulesMgmtEditSchedulesPatternSectionLabel,תבנית הישנות
SchedulesMgmtDefaultScheduleName,לוח זמנים 
SchedulesMgmtMultipleScheduleSameNames,לוח זמנים בשם '%1%' כבר קיים, הגדר שם אחר.
SchedulesMgmtWeeklyScheduleDayNotSelected,בחר ימים פעילים ללוח הזמנים השבועי.
SchedulesMgmtNewScheduleUniqueName,לוח זמנים חדש (%1%)
SchedulesMgmtRecurrenceUniqueName,הישנות (%1%)
SchedulesMgmtEditButtonToolTip,ערוך לוח זמנים
SchedulesMgmtAlways,תמיד

#################################################
# ACC Gateway
#################################################
GatewayError1,שגיאה
GatewayError201,שרת לא אומת
GatewayError203,שרת לא נמצא
GatewayError10000,הפעלה לא חוקית
GatewayError10001,השרת לא חוקי
GatewayError10002,מצלמה לא חוקית
GatewayError10003,קבוצת זרימה לא חוקית
GatewayError10004,זרימה לא חוקית
GatewayError10005,שער לא תואם
GatewayError10006,המצלמה לא פעילה
GatewayError10100,בקשה שגויה
GatewayError10201,שם המשתמש או הסיסמה שגויים
GatewayError10202,תוקף הסיסמה פג
GatewayError10203,לא ניתן להחליף את הסיסמה בסיסמה שפג תוקפה
GatewayError10204,החשבון הושבת
GatewayError10205,מספר הלקוחות המרבי שמחוברים למערכת
GatewayError10206,כתובת לא חוקית
GatewayError10207,שם משתמש לא נמצא
GatewayError10208,כניסה יחידה נכשלה
GatewayError10209,האימות נכשל
GatewayError10210,הגישה נדחתה

# JSON Response Errors
GatewayErrorGetEventInvalid,צוין פרמטר לא חוקי
GatewayErrorGetStreamImageInvalidStream,צוינה זרימה לא חוקית
GatewayErrorGetStreamImageCamInactive,המצלמה שצוינה לא פעילה
GatewayErrorCamNotConnected,המצלמה לא מחוברת
GatewayErrorInvalidCam,מצלמה לא חוקית
GatewayErrorInvalidAlarm,Alarm invalid
GatewayErrorInvalidSavedView,התצוגה השמורה לא חוקית.
GatewayErrorInvalidParams,פרמטר שאילתה לא חוקי
GatewayErrorCameraHandlerCamNotFound,המצלמה לא נמצאה
GatewayErrorNvrInvalid,NVR לא נמצא
GatewayErrorNvrDisconnected,NVR לא מקוון
GatewayErrorNotAuthenticated,לא מאומת
GatewayErrorCameraNoLongerConnected,המצלמה עם deviceId=%1% לא מחוברת עוד
GatewayErrorPtzInvalidCommand,PtzCmd לא חוקי
GatewayErrorPushClientToken,PushClientToken לא חוקי
GatewayErrorPushClientTokenBadToken,אסימון מכשיר אינו חוקי
GatewayErrorPtzGoToPresetParamInvalid,PtzCmd.GotoPresetParams לא חוקי
GatewayErrorPtzMovePresetParamInvalid,PtzCmd.MovePanTiltParams לא חוקי
