#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,Sluiten
AcquisitionDeviceParamsCI_ImageRotation,beeldrotatie
AcquisitionDeviceParamsCI_MinAutoIris_db,minimum automatische iris
AcquisitionDeviceParamsCI_MaxAutoIris_db,maximum automatische iris
AcquisitionDeviceParamsCI_ConstIris_db,iris
		
BandwidthDeviceParamsCI_ActualFrameRate,beeldsnelheid
BandwidthDeviceParamsCI_ActualBitrate_kbps,bitrate

CameraDeviceParamsCI_MotionMask,parameters bewegingsdetectie
CameraDeviceParamsCI_PreMotionRecTime_s,opnametijd voor beweging
CameraDeviceParamsCI_PostMotionRecTime_s,bewegingsopnametijd

AnalyticsDeviceParamsCI_MotionEvent,analyse gebaseerd op bewegingsdetectiegebeurtenissen
AnalyticsDeviceParamsCI_MotionRoi,analyse gebaseerd op bewegingsdetectiegebied
AnalyticsDeviceParamsCI_Events,analyse detectiegebeurtenissen
AnalyticsDeviceParamsCI_Rois,analyse detectiegebieden

CompressionDeviceParamsCI_CompressionType,indeling voor beeldcompressie
CompressionDeviceParamsCI_RequestedFrameRate,framesnelheid
CompressionDeviceParamsCI_ActualFrameRate,framesnelheid
CompressionDeviceParamsCI_ImageQuality,beeldkwaliteit
CompressionDeviceParamsCI_EnBothFields,volledige resolutie
CompressionDeviceParamsCI_EnConstBitrate,constante bitrate inschakelen
CompressionDeviceParamsCI_ConstBitrate,waarde constante bitrate
CompressionDeviceParamsCI_MaxBitrate,maximumbitrate
CompressionDeviceParamsCI_BitratePriority,bitrateprioriteit
CompressionDeviceParamsCI_KeyFrameInterval,sleutelframe-interval
CompressionDeviceParamsCI_KeyFrameIntervalFrames,sleutelframe-interval
CompressionDeviceParamsCI_Resolution,beeldresolutie
CompressionDeviceParamsCI_EnMultiStreaming,meerdere streams inschakelen

DigitalInputDeviceParamsCI_DigitalInputName,naam digitaal invoerapparaat
DigitalInputDeviceParamsCI_DigitalInputActiveHigh,circuitstatus digitaal invoerapparaat
DigitalInputDeviceParamsCI_DigitalInputMaxEventDuration_ms,opnameduur digitaal invoerapparaat
DigitalInputDeviceParamsCI_DigitalInputPreRecordTime_s,opnametijd voor gebeurtenis digitaal invoerapparaat
DigitalInputDeviceParamsCI_DigitalInputPostRecordTime_s,opnametijd na gebeurtenis digitaal invoerapparaat

DigitalOutputDeviceParamsCI_DigitalOutputName,naam digitaal uitvoerapparaat
DigitalOutputDeviceParamsCI_DigitalOutputNormalCircuitState,circuitstatus digitaal uitvoerapparaat
DigitalOutputDeviceParamsCI_ManualActivationMode,activeringsmodus digitaal uitvoerapparaat
DigitalOutputDeviceParamsCI_ManualActivationDuration_ms,activeringsduur digitaal uitvoerapparaat
DigitalOutputDeviceParamsCI_ManualPulsePeriod_ms,pulsperiode digitaal uitvoerapparaat
DigitalOutputDeviceParamsCI_ManualPulseDutyCycle,inschakelingspercentage puls digitaal uitvoerapparaat
DigitalOutputDeviceParamsCI_ManualPulseRepeatCount,aantal herhalingen puls digitaal uitvoerapparaat

AnalyticChannelParamsCI_ChannelSource,bron analysekanaal

ExternalNotifierParamsCI_Configuration,configuratie externe melding

GeneralDeviceParamsCI_DeviceName,naam camera
GeneralDeviceParamsCI_LocationString,locatie camera
GeneralDeviceParamsCI_LedDisable,status-ledjes uitschakelen
GeneralDeviceParamsCI_TerminationEnable,afsluiting video-ingang inschakelen
GeneralDeviceParamsCI_IRTestCycle,IR-testcyclus camera
GeneralDeviceParamsCI_PrivacyZones,privacyzone
GeneralDeviceParamsCI_LogicalDeviceId,logische id

MicDeviceParamsCI_AudioInName,naam microfoon
MicDeviceParamsCI_AudioInSourceType,bron microfoon
MicDeviceParamsCI_AudioInVolume,versterking microfoon
MicDeviceParamsCI_AudioInEnable,microfoon inschakelen

NetworkDeviceParamsCI_StaticIpAddr,statisch IP-adres
NetworkDeviceParamsCI_StaticIpMask,statisch IP-subnetmasker
NetworkDeviceParamsCI_StaticIpGateway,statische IP-gateway
NetworkDeviceParamsCI_IpAcquisitionMode,IP-verwervingsmodus
NetworkDeviceParamsCI_SoapServicePort,controlepoort
NetworkDeviceParamsCI_HttpsPort,HTTPS-poort
NetworkDeviceParamsCI_RtspPort,RTSP-poort
NetworkDeviceParamsCI_ZeroConfEnable,zero-conf inschakelen
NetworkDeviceParamsCI_MulticastEnable,multicast inschakelen
NetworkDeviceParamsCI_MulticastIpAddr,multicast IP-adres
NetworkDeviceParamsCI_MulticastTtl,multicast-TTL
NetworkDeviceParamsCI_MulticastPortRangeStart,multicastbasispoort
NetworkDeviceParamsCI_MulticastPortRangeSize,multicastpoortbereik

PtzDeviceParamsCI_PtzProtocol,PTZ-protocol
PtzDeviceParamsCI_PtzAddress,adres PTZ-dipschakelaar
PtzDeviceParamsCI_PtzEnable,PTZ inschakelen
PtzDeviceParamsCI_PtzNamedPresets,benoemde PTZ-voorinstellingen
PtzDeviceParamsCI_PtzNamedPatterns,benoemde PTZ-patronen

RecordingDeviceParamsCI_ManualRecordTime_m,duur handmatige opname
RecordingDeviceParamsCI_ManualRecordPreRecordTime_s,opnametijd voor trigger handmatige opname

SerialPortDeviceParamsCI_Baud,PTZ-baudrate
SerialPortDeviceParamsCI_Parity,PTZ-pariteit

SpeakerDeviceParamsCI_AudioOutName,naam luidspreker
SpeakerDeviceParamsCI_AudioOutVolume,volume luidspreker
SpeakerDeviceParamsCI_AudioOutRecordEnable,luidsprekeruitvoer opnemen
SpeakerDeviceParamsCI_AudioOutEnable,luidspreker inschakelen

GeneralServerParamsCI_ServerName,naam server
GeneralServerParamsCI_SmtpServerAddress,smtp-server van e-mailserver
GeneralServerParamsCI_SmtpUsername,gebruikersnaam e-mailserver
GeneralServerParamsCI_SmtpPassword,wachtwoord e-mailserver
GeneralServerParamsCI_SmtpSenderAddress,e-mailadres afzender van e-mailserver
GeneralServerParamsCI_SmtpSenderName,naam afzender van e-mailserver
GeneralServerParamsCI_EmailSubject,onderwerpregel e-mailserver
GeneralServerParamsCI_SmtpAuthentication,vereiste verificatie e-mailserver
GeneralServerParamsCI_SmtpSSL,smtp ssl van e-mailserver
GeneralServerParamsCI_SmtpTimeoutPeriod,time-out van e-mailserver
GeneralServerParamsCI_SmtpServerPort,e-mailserverpoort

LicensePlateChannelParamsCI_Name,naam baan kentekenplaatherkenning
LicensePlateChannelParamsCI_Device,camera kentekenplaatherkenning
LicensePlateChannelParamsCI_Roi,gebied kentekenplaatherkenning
LicensePlateChannelParamsCI_Rect,gebied kentekenplaatherkenning
LicensePlateChannelParamsCI_Context,configuratie kentekenplaatherkenning
LicensePlateChannelParamsCI_Enabled,baan kentekenplaatherkenning ingeschakeld
LicensePlateChannelParamsCI_Height,hoogte kentekenplaatherkenning
LicensePlateChannelParamsCI_PreRecordTime,opnametijd voor gebeurtenis kentekenplaatherkenning
LicensePlateChannelParamsCI_PostRecordTime,opnametijd na gebeurtenis kentekenplaatherkenning

StorageCameraParamsCI_AgingNumTiers,veroudering opnamegegevens
StorageCameraParamsCI_AgingTierTargets,veroudering opnamegegevens
StorageCameraParamsCI_RetentionDays,max opnametijd opname
StorageCameraParamsCI_ParamsLinked,opnameparameters gekoppeld
StorageCameraParamsCI_NonPriorityRecPeriod_ms,opnameframeperiode van opnames zonder prioriteit
StorageCameraParamsCI_PreRecordingMinutes,minuten voor opname
StorageCameraParamsCI_PreRecordingSeconds,seconden voor opname

StorageParamsCI_BackupEnabled,geplande archivering ingeschakeld
StorageParamsCI_BackupDevices,geplande archivering: camera's voor archivering
StorageParamsCI_BackupDeleteOldest,verwijdering geplande archivering
StorageParamsCI_BackupPeriod,frequentie geplande archivering
StorageParamsCI_BackupDuration,dekking geplande archivering
StorageParamsCI_BackupStartDate,begindatum geplande archivering
StorageParamsCI_BackupExecuteTime,uitvoeringstijd geplande archivering
StorageParamsCI_LastBackupSysTime,tijd laatste geplande archivering
StorageParamsCI_NextBackupSysTime,tijd volgende geplande archivering
StorageParamsCI_AgingNumTiersLinked,geplande veroudering num-lagen gekoppeld
StorageParamsCI_AgingTierTargetsLinked,geplande lagendoelen gekoppeld
StorageParamsCI_RetentionDaysLinked,geplande retentiedagen gekoppeld

LdapServerParamsCI_UserName,gebruikersnaam Active Directory
LdapServerParamsCI_Password,wachtwoord Active Directory
LdapServerParamsCI_DomainName,Active Directory-domein
LdapServerParamsCI_ServerAddress,Active Directory-server
LdapServerParamsCI_Enabled,Active Directory ingeschakeld

SiteSetting_SiteName,sitenaam
SiteSetting_Hierarchy,Bedrijfshiërarchie
SettingError_Unspecified,Er moet een waarde voor '%1%' worden opgegeven.
SettingError_Invalid,De waarde voor '%1%' is ongeldig.

#################################################
# Schedule Management Strings
#################################################

SchedulesMgmtEditRecurrencesListTitle,Keren terugkeren:
SchedulesMgmtEditSchedulesFormTitle,Bewerken...
SchedulesMgmtAddScheduleButtonText,Toevoegen
SchedulesMgmtRemoveScheduleButtonText,Verwijderen
SchedulesMgmtAddRecurrenceButtonText,Toevoegen...
SchedulesMgmtRemoveRecurrenceButtonText,Verwijderen
SchedulesMgmtEditSchedulesScheduleName,Naam:
SchedulesMgmtEditSchedulesScheduleStartTime,Begin:
SchedulesMgmtEditSchedulesScheduleEndTime,Einde:
SchedulesMgmtEditSchedulesScheduleStartDate,Begindatum:
SchedulesMgmtEditSchedulesDailyRecurrence,Dagelijks
SchedulesMgmtEditSchedulesWeeklyRecurrence,Wekelijks
SchedulesMgmtEditSchedulesMonthlyRecurrence,Maandelijks
SchedulesMgmtEditSchedulesYearlyRecurrence,Jaarlijks
SchedulesMgmtEditRecurrenceEvery,Opnieuw om de
SchedulesMgmtEditDailyRecurrenceEveryUnits,dag(en)
SchedulesMgmtEditWeeklyRecurrenceEveryUnits,week/weken op:
SchedulesMgmtEditMonthlyRecurrenceEveryUnits,maand(den) op:
SchedulesMgmtEditYearlyRecurrenceEveryUnits,jaar/jaren op:
SchedulesMgmtEditWeeklySundayCaption,zondag
SchedulesMgmtEditWeeklyMondayCaption,maandag
SchedulesMgmtEditWeeklyTuesdayCaption,dinsdag
SchedulesMgmtEditWeeklyWednesdayCaption,woensdag
SchedulesMgmtEditWeeklyThursdayCaption,donderdag
SchedulesMgmtEditWeeklyFridayCaption,vrijdag
SchedulesMgmtEditWeeklySaturdayCaption,zaterdag
SchedulesMgmtOnDayRadioButtonLabel,Dag
SchedulesMgmtOnWeekRadioButtonLabel,de
SchedulesMgmtOnWeekFirstWeekLabel,eerste
SchedulesMgmtOnWeekSecondWeekLabel,tweede
SchedulesMgmtOnWeekThirdWeekLabel,derde
SchedulesMgmtOnWeekFourthWeekLabel,vierde
SchedulesMgmtOnWeekLastWeekLabel,laatste
SchedulesMgmtYearlyRecurrenceOfMonthLabel,van
SchedulesMgmtMonthJanuary,januari
SchedulesMgmtMonthFebruary,februari
SchedulesMgmtMonthMarch,maart
SchedulesMgmtMonthApril,april
SchedulesMgmtMonthMay,mei
SchedulesMgmtMonthJune,juni
SchedulesMgmtMonthJuly,juli
SchedulesMgmtMonthAugust,augustus
SchedulesMgmtMonthSeptember,september
SchedulesMgmtMonthOctober,oktober
SchedulesMgmtMonthNovember,november
SchedulesMgmtMonthDecember,december
SchedulesMgmtUsedScheduleRemoveMessage,Dit schema is in gebruik en kan niet worden verwijderd.
SchedulesMgmtRemoveScheduleQuestion,Weet u zeker dat u schema '%1%' wilt verwijderen? 
SchedulesMgmtEditSchedulesPatternSectionLabel,Terugkeerpatroon
SchedulesMgmtDefaultScheduleName,Schema 
SchedulesMgmtMultipleScheduleSameNames,Een schema met de naam '%1%' bestaat al; stel een andere naam in.
SchedulesMgmtWeeklyScheduleDayNotSelected,Selecteer de actieve dagen voor het wekelijks schema.
SchedulesMgmtNewScheduleUniqueName,Nieuw schema (%1%)
SchedulesMgmtRecurrenceUniqueName,Terugkeer (%1%)
SchedulesMgmtEditButtonToolTip,Schema bewerken
SchedulesMgmtAlways,Altijd

#################################################
# ACC Gateway
#################################################
GatewayError1,Fout
GatewayError201,Server niet geverifieerd
GatewayError203,Server niet gevonden
GatewayError10000,Sessie is ongeldig
GatewayError10001,Server is ongeldig
GatewayError10002,Camera is ongeldig
GatewayError10003,Streamgroep is ongeldig
GatewayError10004,Stream is ongeldig
GatewayError10005,Gateway is niet compatibel
GatewayError10006,Camera is niet actief
GatewayError10100,Ongeldige aanvraag
GatewayError10201,De gebruikersnaam of het wachtwoord was onjuist
GatewayError10202,Wachtwoord verlopen
GatewayError10203,Het wachtwoord kan niet worden veranderd in een verlopen wachtwoord
GatewayError10204,Account uitgeschakeld
GatewayError10205,Maximumaantal clients aangemeld
GatewayError10206,Ongeldig adres
GatewayError10207,Kan gebruikersnaam niet vinden
GatewayError10208,Eenmalige aanmelding mislukt
GatewayError10209,Verificatiefout
GatewayError10210,Toegang geweigerd

# JSON Response Errors
GatewayErrorGetEventInvalid,Ongeldige parameter opgegeven
GatewayErrorGetStreamImageInvalidStream,Ongeldige stream opgegeven
GatewayErrorGetStreamImageCamInactive,De opgegeven camera is niet actief
GatewayErrorCamNotConnected,Camera niet aangesloten
GatewayErrorInvalidCam,Camera ongeldig
GatewayErrorInvalidAlarm,Alarm ongeldig
GatewayErrorInvalidSavedView,Opgeslagen weergave is ongeldig.
GatewayErrorInvalidParams,Query-parameter ongeldig
GatewayErrorCameraHandlerCamNotFound,Kan camera niet vinden
GatewayErrorNvrInvalid,Kan NVR niet vinden
GatewayErrorNvrDisconnected,NVR offline
GatewayErrorNotAuthenticated,Niet geverifieerd
GatewayErrorCameraNoLongerConnected,Camera met deviceId=%1% is niet meer aangesloten
GatewayErrorPtzInvalidCommand,PtzCmd ongeldig
GatewayErrorPushClientToken,PushClientToken ongeldig
GatewayErrorPushClientTokenBadToken,Apparaattoken is ongeldig
GatewayErrorPtzGoToPresetParamInvalid,PtzCmd.GotoPresetParams ongeldig
GatewayErrorPtzMovePresetParamInvalid,PtzCmd.MovePanTiltParams ongeldig
GatewayErrorPtzZoomPresetParamInvalid,PtzCmd.ZoomParams-parameters
GatewayErrorPtzContStartPresetParamInvalid,PtzCmd.ContinuousPtzStartParams ongeldig
GatewayErrorPtzRelativePtzParamInvalid,PtzCmd.RelativePtzParams ongeldig
GatewayErrorPtzRelativeFovParamInvalid,PtzCm d.RelativeFovPtzParams ongeldig
GatewayErrorPtzAbsolutePtzParamInvalid,PtzCmd.AbsolutePtzParams ongeldig
GatewayErrorPtzInvalidCmd,PTZ-opdracht ongeldig
GatewayErrorTimeInvalid,Tijdwaarde ongeldig
GatewayErrorEventRecRadiusInvalid,Radiuswaarde ongeldig
GatewayErrorParamMissing,Parameter %1% ontbreekt
GatewayErrorInvalidSession,Sessie ongeldig
GatewayErrorShuttingDown,Gateway sluit af
GatewayErrorSessionOpenRequestInvalid,Open sessieverzoek is ongeldig
GatewayErrorMaxSessionOpenRequest,Het maximumaantal sessies is bereikt
GatewayErrorMaxConcurrentSessionOpenRequest,Het maximumaantal gelijktijdige sessies open gesprekken is overschreden
GatewayErrorSessionAuthRequestInvalid,Verificatie sessieverzoek is ongeldig
GatewayErrorSessionNoNvrAssociated,Geen NVR gekoppeld aan id=%1% en sessionId=%2%
GatewayErrorSessionSessionLoginSuccessful,Aangemeld bij ServerId=%2% met sessie=%1% 
GatewayErrorSessionFailedLogin,Aanmelden mislukt met errCode=%1%, errType=%2%
GatewayErrorSessionFailedLoginWithMsg,Aanmelden sessie %1% mislukt. loginErr:%2% loginMsg:%3%
GatewayErrorSessionInternalError,Aanmelden mislukt door interne serverfout
GatewayErrorSessionNoNvrWithSession,Geen NVR gekoppeld aan id=%1%, sessionId=%2%
GatewayErrorSessionNvrTimeout,NVR %1% niet klaar na %2% seconden gekoppeld aan id=%3% sessionId=%4%
GatewayErrorSessionNvrNotAccessible,Geen toegang tot NVR, aanmelden mislukt met errCode=%1% errType=%2%
GatewayErrorStreamGroupInvalid,Ongeldige streamgroep
GatewayErrorStreamGroupInvalidRequest,Ongeldig verzoek om streamgroep aan te maken
GatewayErrorStreamGroupInternalError,Interne fout
GatewayErrorStreamInvalidParam,Ontbrekende parameters
GatewayErrorStreamGroupInvalidUpdateReq,Ongeldig verzoek om streamgroep bij te werken
GatewayErrorStreamGroupUpdateParamOnLive,Kan streamparameters niet instellen op actieve streamgroep
GatewayErrorStreamInvalid,Stream ongeldig
GatewayErrorStreamInvalidParams,ongeldige streamparameters
GatewayErrorStreamInvalidParamsSel,ongeldige sel-parameters
GatewayErrorStreamInvalidParamsTo,ongeldige to-parameter
GatewayErrorAlarmAssignRequestInvalid,Toewijzingsverzoek van alarm is ongeldig
GatewayErrorAlarmUnAssignRequestInvalid,Opheffingsverzoek alarmtoewijzing is ongeldig
GatewayErrorAlarmAckRequestInvalid,Bevestigingsverzoek van alarm is ongeldig
