#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,Kapat
GatewayError10201,Kullanıcı adı veya parola hatalı
GatewayError10202,Parola süresi sona erdi
GatewayError10203,Süresi sona ermiş bir parola nedeniyle parola değiştirilemiyor
GatewayError10204,Hesap devre dışı bırakıldı
GatewayError10205,Maksimum sayıda istemci oturum açtı
GatewayError10206,Geçersiz adres
GatewayError10207,Kullanıcı adı bulunamadı
GatewayError10208,Tekli Oturum Açma başarısız oldu
GatewayError10209,Doğrulama hatası
GatewayError10210,Erişim engellendi

# JSON Response Errors
GatewayErrorGetEventInvalid,Geçersiz parametre belirtildi
GatewayErrorGetStreamImageInvalidStream,Geçersiz akış belirtildi
GatewayErrorGetStreamImageCamInactive,Belirtilen kamera aktif değil
GatewayErrorCamNotConnected,Kamera bağlı değil
GatewayErrorInvalidCam,Kamera geçersiz
GatewayErrorInvalidAlarm,Alarm geçersiz
GatewayErrorInvalidSavedView,Kaydedilmiş Görünüm geçersizdir.
GatewayErrorInvalidParams,Sorgu parametresi geçersiz
GatewayErrorCameraHandlerCamNotFound,Kamera bulunamadı
GatewayErrorNvrInvalid,NVR bulunamadı
GatewayErrorNvrDisconnected,NVR çevrimdışı
GatewayErrorNotAuthenticated,Doğrulanmadı
GatewayErrorCameraNoLongerConnected,Cihaz Id'si=%1% olan kamera artık bağlı değil
GatewayErrorPtzInvalidCommand,PtzCmd geçersiz
GatewayErrorPushClientToken,PushClientToken geçersiz
GatewayErrorPushClientTokenBadToken,Cihaz Belirteci geçersiz
GatewayErrorPtzGoToPresetParamInvalid,PtzCmd.GotoPresetParams geçersiz
GatewayErrorPtzMovePresetParamInvalid,PtzCmd.MovePanTiltParams geçersiz
GatewayErrorPtzZoomPresetParamInvalid,PtzCmd.ZoomParams parametreleri
GatewayErrorPtzContStartPresetParamInvalid,PtzCmd.ContinuousPtzStartParams geçersiz
GatewayErrorPtzRelativePtzParamInvalid,PtzCmd.RelativePtzParams geçersiz
GatewayErrorPtzRelativeFovParamInvalid,PtzCm d.RelativeFovPtzParams geçersiz
GatewayErrorPtzAbsolutePtzParamInvalid,PtzCmd.AbsolutePtzParams geçersiz
GatewayErrorPtzInvalidCmd,PTZ komutu geçersiz
GatewayErrorTimeInvalid,Süre değeri geçersiz
GatewayErrorEventRecRadiusInvalid,Yarıçap değeri geçersiz
GatewayErrorParamMissing,Parametre %1% eksik
GatewayErrorInvalidSession,Oturum geçersiz
GatewayErrorShuttingDown,Ağ Geçidi kapanıyor
GatewayErrorSessionOpenRequestInvalid,Açık oturum talebi geçersiz
GatewayErrorMaxSessionOpenRequest,Oturum için izin verilen maksimum sayıya ulaşıldı
GatewayErrorMaxConcurrentSessionOpenRequest,Eşzamanlı oturum açmak için izin verilen maksimum çağrı sayısı aşıldı
GatewayErrorSessionAuthRequestInvalid,Kimlik Doğrulama oturumu talebi geçersiz
GatewayErrorSessionNoNvrAssociated,Id=%1% ve sessionId=%2% ile ilişkilendirilmiş NVR yok
GatewayErrorSessionSessionLoginSuccessful,Sunucu=%2%'da/de oturum=%1% ile başarıyla oturum açıldı 
GatewayErrorSessionFailedLogin,Oturum açma errCode=%1%, errType=%2% vererek başarısız oldu
GatewayErrorSessionFailedLoginWithMsg,Oturum %1% oturum açamadı. loginErr:%2% loginMsg:%3%
GatewayErrorSessionInternalError,Dahili sunucu hatasından ötürü oturum açılamadı.
GatewayErrorSessionNoNvrWithSession,Id=%1%, sessionId=%2% ile ilişkilendirilmiş NVR yok
GatewayErrorSessionNvrTimeout,NVR %1% id=%3% sessionId=%4% ile ilişkili %2% saniye sonra hazır değil
GatewayErrorSessionNvrNotAccessible,NVR'ye erişilemiyor, oturum açma errCode=%1% errType=%2% vererek başarısız oldu
GatewayErrorStreamGroupInvalid,Geçersiz akış grubu
GatewayErrorStreamGroupInvalidRequest,Geçersiz akış grubu yaratma talebi
GatewayErrorStreamGroupInternalError,Dahili Hata
GatewayErrorStreamInvalidParam,Eksik parametre
GatewayErrorStreamGroupInvalidUpdateReq,Geçersiz akış grubu güncelleme isteği
GatewayErrorStreamGroupUpdateParamOnLive,Canlı akış grubunda akış parametreleri ayarlanamaz
GatewayErrorStreamInvalid,Akış geçersiz
GatewayErrorStreamInvalidParams,geçersiz akış parametreleri
GatewayErrorStreamInvalidParamsSel,geçersiz sel parametresi
GatewayErrorStreamInvalidParamsTo,geçersiz parametre
GatewayErrorAlarmAssignRequestInvalid,Alarm atama isteği geçersiz
GatewayErrorAlarmUnAssignRequestInvalid,Alarmın atanmaması isteği geçersiz
GatewayErrorAlarmAckRequestInvalid,Alarm kabul isteği geçersiz
GatewayErrorAlarmTriggerRequestInvalid,Alarm tetikleme isteği geçersiz
GatewayErrorAlarmPurgeRequestInvalid,Alarm silme isteği geçersiz
GatewayErrorExportTypeUnknown,Bilinmeyen dışa aktarma türü
GatewayErrorExportFailedToStart,Dışa aktarma başarısız oldu
GatewayErrorExportNotComplete,Dışa aktarma henüz tamamlanmadı
GatewayErrorExportLimitReached,Maksimum dışa aktarma sayısına ulaşıldı
GatewayErrorParamMissingOrInvalid,%1% parametresi eksik veya geçersiz

#################################################
# HTML Web Client
#################################################
WebClientRestoringClientState,Yeniden yükleniyor...
WebClientInvertMouseWheel,Kaydırma Tekerleğini Ters Çevir
WebClientShowFPS,IPS'yi göster
WebClientUnsupportedBrowser,Kullandığınız tarayıcı sürümü Avigilon Control Center İstemcisi tarafından desteklenmiyor. Son sürüme yükseltin. 

#################################################
# ACC Gateway Config WebUI
#################################################

GatewayWuiLocale,en
GatewayWuiSiteTitle,Avigilon Kontrol Merkezi Ağ Geçidi
GatewayWuiLogoutLinkText,Oturum Kapama
GatewayWuiSetupLinkText,Ayarlar
GatewayWuiSetupGeneralLinkText,Genel
GatewayWuiSetupUsersLinkText,Kullanıcılar
GatewayWuiSetupServersLinkText,Sitelere bağlan
GatewayWuiSetupNetworkLinkText,Ağ
GatewayWuiSetupLiveExportLinkText,Canlı Aktarma İşlemi
GatewayWuiAboutLinkText,Hakkında
GatewayWuiLoginPageHeading,Oturum Açma
GatewayWuiSetupGeneralPageHeading,Genel
GatewayWuiSetupUsersPageHeading,Kullanıcılar
GatewayWuiSetupServersPageHeading,Sitelere bağlan
GatewayWuiSetupNetworkPageHeading,Ağ
GatewayWuiSetupLiveExportLoginPageHeading,Canlı Aktarma işlemi için siteye oturum aç
GatewayWuiSetupLiveExportPageHeading,Canlı Verme İşlemi
GatewayWuiSetupNetworkGatewaySubHeading,Akış Portları
GatewayWuiSetupNetworkCfgSubHeading,Yapılandırma Portları
GatewayWuiAboutPageHeading,Hakkında
GatewayWuiLoginButtonText,Oturum Açma
GatewayWuiApplyButtonText,Uygula
GatewayWuiCancelButtonText,İptal et
GatewayWuiOkButtonText,Tamam
GatewayWuiStartButtonText,Başlat
GatewayWuiPauseButtonText,Duraklat
GatewayWuiResumeButtonText,Devam et
GatewayWuiStopButtonText,Durdur
GatewayWuiRestoreDefaultsButtonText,Fabrika Ayarlarına Dön
GatewayWuiUserNameLabel,Kullanıcı Adı:
GatewayWuiPasswordLabel,Parola:
GatewayWuiErrForbidden,Yasak
GatewayWuiErrNotFound,Bulunamadı
GatewayWuiGatewayVersionLabel,Avigilon Kontrol Merkezi Ağ Geçidi Sürümü:
GatewayWuiCopyrightInfo,© 2010—2015 Avigilon Corporation ve lisans verenler. Tüm hakları saklıdır.  AVIGILON, CAPTURE IT WITH CLARITY, HDSM, HIGH DEFINITION STREAM MANAGEMENT (HDSM), THE BEST EVIDENCE, LIGHTCATCHER ve ACC logosu, Avigilon Corporation şirketinin Kanada'da ve dünyadaki diğer yargı alanlarında tescilli ve/veya tescilsiz ticari markalarıdır.
GatewayWuiGatewayNameLabel,Ağ Geçidi Adı:
GatewayWuiAllowPushNotifications,Push Bildirimlerine İzin Ver
GatewayWuiLanguageLabel,Dil:
GatewayWuiHttpPortLabel,Akış HTTP Portu:
GatewayWuiHttpsPortLabel,Akış HTTPS Portu:
GatewayWuiHttpCfgPortLabel,Konfigürasyon HTTP Portu:
GatewayWuiHttpsCfgPortLabel,Konfigürasyon HTTPS Portu:
GatewayWuiAllowRemoteCfgLabel,Uzaktan yapılandırmaya izin ver
GatewayWuiEnableDigestAuthentication,HTTP kimlik doğrulaması etkin
GatewayWuiLiveExportRoiLabel,İlgili Bölge
GatewayWuiLiveExportSelectCameraCaption,Bir ön izleme görmek için kamera seçin
GatewayWuiLiveExportImageRateLabel,Verme Hızı:
GatewayWuiLiveExportMaxImagesLabel,Kaydedilecek maksimum görüntü sayısı:
GatewayWuiLiveExportImageQualityLabel,Görüntü Kalitesi:
GatewayWuiLiveExportImageOverlaysTimestamp,Zaman Damgası
GatewayWuiLiveExportImageOverlaysCameraName,Kamera Adı
GatewayWuiLiveExportImageOverlaysCameraLocation,Kamera Konumu
GatewayWuiLiveExportImageOverlaysLabel,Görüntü Üstüste Binmeleri:
GatewayWuiLiveExportLowQuality,Düşük
GatewayWuiLiveExportMediumQuality,Orta
GatewayWuiLiveExportHighQuality,Yüksek
GatewayWuiConnectDeviceButtonText,Bağlan
GatewayWuiDisconnectDeviceButtonText,Bağlantıyı kes
GatewayWuiLiveExportAvailableDevicesSubHeading,Kullanılabilir Cihazlar
GatewayWuiLiveExportConnectedDevicesSubHeading,Bağlı Cihazlar
GatewayWuiLiveExportUsernameLabel,Kullanıcı Adı:
GatewayWuiLiveExportPasswordLabel,Parola:
GatewayWuiSetupServersInstructions,Bulunan siteleri ağ geçidine bağla.
GatewayWuiDiscoveredServersSubHeading,Bulunan Siteler
GatewayWuiConnectedServersSubHeading,Bağlı Siteler
GatewayWuiServerListHeading,Site Adı (IP Adresi/Ana Bilgisayar adı)
GatewayWuiDisconnectServerButtonText,Bağlantıyı kes
GatewayWuiConnectServerButtonText,Bağlan
GatewayWuiAddManualServerButtonText,Siteyi Bul...
GatewayWuiRemoveManualServerButtonText,Kaldır
GatewayWuiVendorSupportPhoneNumberLabel,Destek:
GatewayWuiVendorWebsite,Web sitesi
GatewayWuiVendorFeedback,Geri Bildirim
GatewayWuiHelp,Yardım
GatewayWuiSetupUsersAdminSubHeading,Yönetici
GatewayWuiSetupUsersOperatorSubHeading,Operatör
GatewayWuiSetupSetAdminPasswordHeading,Yönetici Parolasını Belirle
GatewayWuiUserNameLabel,Kullanıcı Adı:
GatewayWuiNewPasswordLabel,Yeni Parola:
GatewayWuiConfirmPasswordLabel,Yeni Parolayı Doğrula:
GatewayWuiSetupAddManualServerHeading,Siteyi Bul
GatewayWuiAddressLabel,IP Adresi/Ana Bilgisayar:
GatewayWuiPortLabel,Port:
GatewayWuiErrorAdminPasswordMismatch,Yönetici parolaları eşleşmiyor
GatewayWuiErrorAdminPasswordEmpty,Yönetici parolası boş olamaz
GatewayWuiErrorOperatorPasswordMismatch,Operatör parolaları eşleşmiyor
GatewayWuiErrorOperatorPasswordEmpty,Operatör parolası boş olamaz
GatewayWuiErrorOperatorUserNameEmpty,Operatör kullanıcı adı belirlenmeli
GatewayWuiErrorGatewayNameEmpty,Ağ geçidi adı belirlenmeli
GatewayWuiErrorAddressEmpty,IP Adresi/Ana Bilgisayar adı belirlenmeli
GatewayWuiErrorSetNetworkSettingsRestartFailed,Ağ geçidi servisi talep edilen ağ ayarlarıyla başlatılamıyor. Olası port çatışması.
GatewayWuiErrorServerAlreadyExists,Verilen IP adresindeki/Ana Bilgisayar adındaki site sisteme daha önce eklenmiş.
GatewayWuiErrorServerAlreadyConnected,Site zaten bağlı.
GatewayWuiErrorServerNotPresent,Site artık mevcut değil.
GatewayWuiErrorServerNoGatewayLicense,Bağlanabilmek için siteye bir ağ geçidi lisansı gerekli.
GatewayWuiErrorServerMixedServerClass,Aynı anda farklı lisans tipleri olan iki Avigilon Kontrol Merkezi sitesine bağlanılamaz.
GatewayWuiLiveExportImageFormatLabel,Görüntü Formatı:
GatewayWuiLiveExportFormatJPEG,JPEG
GatewayWuiLiveExportFormatPNG,PNG
GatewayWuiLiveExportFormatTIFF,TIFF
GatewayWuiLiveExportImageRateFull,Tam
GatewayWuiLiveExportImageRateSpecified,Şu aralıkta bir görüntü 
GatewayWuiLiveExportLoginHeader,Canlı Aktarma işlemi için siteye oturum aç
GatewayWuiLiveExportLoginUsername,Kullanıcı Adı
GatewayWuiLiveExportLoginPassword,Parola
GatewayWuiLiveExportDeviceConnected,Cihaz '%1%' bağlı.
GatewayWuiLiveExportDeviceDisconnected,Cihaz '%1%' bağlı değil.
GatewayWuiLiveExportStart,Canlı verme işlemi başlatıldı
GatewayWuiLiveExportStop,Canlı verme işlemi durduruldu
GatewayWuiLiveExportPause,Canlı aktarma işlemi duraklatıldı
GatewayWuiLiveExportResume,Canlı aktarma işlemi sürdürüldü
GatewayWuiLiveExportDefaultRestored,Varsayılan ayarlar geri yüklendi
GatewayWuiLiveExportDeviceMissing,Seçtiğiniz cihaz ağ geçidine artık bağlı olmayan bir siteye ait
GatewayWuiLiveExportSetCredentials,Site için kullanıcı adını ve parolayı girin
GatewayWuiConnectionTypeLabel,Bağlantı Tipi:
GatewayWuiConnectionTypeNONE,Seç
GatewayWuiConnectionTypeLAN,LAN
GatewayWuiConnectionTypeWAN,WAN
GatewayWuiSetConnectionTypeButtonText,Bağlantı Türünü Ayarla
GatewayWuiConnectionTypeIsNotSetText,Seçtiğiniz siteler farklı bağlantı türlerine sahip. Tüm siteler için aynı bağlantı türünü seçin.
GatewayWuiSiteDetailsSelectOneSite,Bağlı sitelerden bir tanesini seçin
GatewayWuiSiteDetailsSelectOneDiscoveredSite,Bulunan sitelerden bir tanesini seçin
GatewayWuiSiteDetailsButton,Site Ayrıntıları...
GatewayWuiSiteDetailsSiteInTitle,Site: '%1%'
GatewayWuiSiteDetailsError,Site ayrıntıları alınamadı
GatewayWuiSiteDetailsAutoDiscoveredSite,Otomatik Olarak Bulunan Site
GatewayWuiSiteDetailsManuallyAddedSite,Manuel Olarak Eklenen Site
GatewayWuiSiteDetailsSiteEndpoints,Site Uç Noktaları:

#################################################
# Scheduler Rule DB upgrade
#################################################

#################################################
# UserManager Ldap Server Synchronization
#################################################

#################################################
# New Task Panel
#################################################


NewTaskPanelViewGroup,Görünüm
NewTaskPanelViewVideoTask,Video
NewTaskPanelViewAlarms,Alarmları
NewTaskPanelViewLprMatches,Araç Plakası Eşleşiyor

NewTaskPanelSearchGroup,Ara
NewTaskPanelSearchEventTask,Olaylar
NewTaskPanelSearchPixelTask,Hareket
NewTaskPanelSearchLPRTask,LPR
NewTaskPanelSearchThumbnailTask,Küçük örnek resimler
NewTaskPanelSearchPosTask,Metin Kaynağı İşlemleri
NewTaskPanelSearchAlarmTask,Alarmları
NewTaskPanelSearchBookmarkTask,Yer İşaretleri

NewTaskPanelExportGroup,Dışa Aktarma
NewTaskPanelExportTask,Dışa Aktarma
NewTaskPanelBackupTask,Arşivleme

NewTaskPanelSetupGroup,Yönet

NewTaskPanelSetupTask,Site Ayarları

NewTaskPanelSystemHealthLogs,Site Günlükleri
NewTaskPanelUserLoginManagement,Kullanıcı Bağlantıları
NewTaskPanelSystemHealthServerStatus,Site Sağlık Durumu
NewTaskPanelSiteLogin,Site Girişi

#################################################
# Generic Converter Strings
#################################################

FloatPercentageConverterString,%1%%%

TimeSpanConverterShortString,%1$01d:%2$02d:%3$02d
TimeSpanConverterLongString,%1% saat, %2% dakika, %3% saniye
TimeSpanConverterDayShortString,%1$01d:%2$01d:%3$02d:%4$02d
TimeSpanConverterDayLongString,%1% gün, %2% saat, %3% dakika, %4% saniye

#################################################
# Favourites
#################################################

FavouritesSystemTreeTitle,Favoriler
FavouritesContextMenuAddCommand,Favorilere ekle

#################################################
# Notification Tray
#################################################
NotificationTrayClear,Hepsini Temizle
NotificationExpanderText,daha fazla
NotificationIncompatibleEventText,Bir olay meydana geldi. Olayla ilgili ayrıntıları almak için Avigilon Control Center İstemcisi'ne güncelleyin.
NotificationClientOutdatedText,Sitenin sürümü bu istemcinin sürümünden daha yeni. İstemci güncellenene kadar bazı özellikler kullanılamayabilir. 

HttpResponseInternalServerError,Dahili Sunucu Hatası
TextTransactSourceProviderDeviceTypeName,Cihaz
TextTransactSourceProviderSerialTypeName,Seri numarası

#################################################
# Macros
#################################################

SelectMacroPopup,Klavye Komutu ID'si girin:

#################################################
# Video Analytics Types
#################################################


AnalyticsActivityTypeUnknownLabel,Bilinmiyor
AnalyticsActivityTypeUnknownClause,bilinmiyor
AnalyticsActivityTypeObjectsInRoiLabel,İlgili alandaki nesneler
AnalyticsActivityTypeObjectsInRoiClause,İlgili alandaki nesneler
AnalyticsActivityTypeObjectCrossesBeamLabel,Işığı kesen nesneler
AnalyticsActivityTypeObjectCrossesBeamClause,ışığı kesen nesneler
AnalyticsActivityTypeObjectsLoiteringLabel,Dolaşan nesneler
AnalyticsActivityTypeObjectsLoiteringClause,dolaşan nesneler

AnalyticsActivityTypeUndefinedClause,tanımsız
AnalyticsActivityTypeObjectCountingClause,nesne görünüyor veya alana giriyor
AnalyticsActivityTypeObjectCrossesBeamClause,nesne ışığı kesiyor
AnalyticsActivityTypeSingleObjectEntersClause,nesne alana giriyor
AnalyticsActivityTypeSingleObjectLeavesClause,nesne alandan ayrılıyor
AnalyticsActivityTypeObjectPresentClause,alanda nesne var
AnalyticsActivityTypeObjectNotPresentClause,çok az nesne var
AnalyticsActivityTypeProhibitedDirectionClause,nesne yasak yöne gidiyor
AnalyticsActivityTypeScheduleStartedClause,zaman planı başlatıldı
AnalyticsActivityTypeAlarmInputClause,alarm girişi
AnalyticsActivityTypeMonitoredObjectOccludedClause,izlenen obje görünmüyor
AnalyticsActivityTypeMonitoredObjectMissingClause,izlenen nesne kayıp
AnalyticsActivityTypeObjectLoiteringClause,nesne dolaşıyor
AnalyticsActivityTypeObjectStoppedClause,nesne alanda duruyor
AnalyticsActivityTypeObjectAppearsClause,nesne görünüyor
AnalyticsActivityTypeObjectDisappearsClause,nesne kayboluyor
AnalyticsActivityTypeObjectEntersClause,nesneler alana giriyor
AnalyticsActivityTypeObjectLeavesClause,nesneler alandan çıkıyor
AnalyticsActivityTypeObjectRequiredClause,alanda nesne yok
AnalyticsActivityTypeObjectsCrossedBeamClause,ışığı kesen nesneler
AnalyticsActivityTypeVideoLostClause,video kayıp
AnalyticsActivityTypeSceneChangedClause,sahne değişti
AnalyticsActivityTypeSmartMotionClause,akıllı hareket

AnalyticsActivityTypeUndefinedLabel,Tanımsız
AnalyticsActivityTypeObjectCountingLabel,Nesne görünüyor veya alana giriyor
AnalyticsActivityTypeObjectCrossesBeamLabel,Nesne ışığı kesiyor
AnalyticsActivityTypeSingleObjectEntersLabel,Nesne alana giriyor
AnalyticsActivityTypeSingleObjectLeavesLabel,Nesne alandan ayrılıyor
AnalyticsActivityTypeObjectPresentLabel,Alanda nesne var
AnalyticsActivityTypeObjectNotPresentLabel,Çok az nesne var
AnalyticsActivityTypeProhibitedDirectionLabel,Yön ihlal edildi
AnalyticsActivityTypeScheduleStartedLabel,Zaman planı başlatıldı
AnalyticsActivityTypeAlarmInputLabel,Alarm girişi
AnalyticsActivityTypeMonitoredObjectOccludedLabel,İzlenen obje görünmüyor
AnalyticsActivityTypeMonitoredObjectMissingLabel,İzlenen nesne kayıp
AnalyticsActivityTypeObjectLoiteringLabel,Nesne dolaşıyor
AnalyticsActivityTypeObjectStoppedLabel,Nesne alanda duruyor
AnalyticsActivityTypeObjectAppearsLabel,Nesne görünüyor
AnalyticsActivityTypeObjectDisappearsLabel,Nesne kayboluyor
AnalyticsActivityTypeObjectEntersLabel,Nesneler alana giriyor
AnalyticsActivityTypeObjectLeavesLabel,Nesneler alandan çıkıyor
