#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,Luk
SchedulesMgmtAddRecurrenceButtonText,Tilføj...
SchedulesMgmtRemoveRecurrenceButtonText,Slet
SchedulesMgmtEditSchedulesScheduleName,Navn:
SchedulesMgmtEditSchedulesScheduleStartTime,Start:
SchedulesMgmtEditSchedulesScheduleEndTime,Slut:
SchedulesMgmtEditSchedulesScheduleStartDate,Startdato:
SchedulesMgmtEditSchedulesDailyRecurrence,Dagligt
SchedulesMgmtEditSchedulesWeeklyRecurrence,Ugenligt
SchedulesMgmtEditSchedulesMonthlyRecurrence,Månedligt
SchedulesMgmtEditSchedulesYearlyRecurrence,Årligt
SchedulesMgmtEditRecurrenceEvery,Gentages for hver
SchedulesMgmtEditDailyRecurrenceEveryUnits,dag(e)
SchedulesMgmtEditWeeklyRecurrenceEveryUnits,uge(r) på:
SchedulesMgmtEditMonthlyRecurrenceEveryUnits,måned(er) på:
SchedulesMgmtEditYearlyRecurrenceEveryUnits,år på:
SchedulesMgmtEditWeeklySundayCaption,Søndag
SchedulesMgmtEditWeeklyMondayCaption,Mandag
SchedulesMgmtEditWeeklyTuesdayCaption,Tirsdag
SchedulesMgmtEditWeeklyWednesdayCaption,Onsdag
SchedulesMgmtEditWeeklyThursdayCaption,Torsdag
SchedulesMgmtEditWeeklyFridayCaption,Fredag
SchedulesMgmtEditWeeklySaturdayCaption,Lørdag
SchedulesMgmtOnDayRadioButtonLabel,Dag
SchedulesMgmtOnWeekRadioButtonLabel,Den
SchedulesMgmtOnWeekFirstWeekLabel,første
SchedulesMgmtOnWeekSecondWeekLabel,anden
SchedulesMgmtOnWeekThirdWeekLabel,tredje
SchedulesMgmtOnWeekFourthWeekLabel,fjerde
SchedulesMgmtOnWeekLastWeekLabel,sidste
SchedulesMgmtYearlyRecurrenceOfMonthLabel,af
SchedulesMgmtMonthJanuary,Januar
SchedulesMgmtMonthFebruary,Februar
SchedulesMgmtMonthMarch,Marts
SchedulesMgmtMonthApril,April
SchedulesMgmtMonthMay,Maj
SchedulesMgmtMonthJune,Juni
SchedulesMgmtMonthJuly,Juli
SchedulesMgmtMonthAugust,August
SchedulesMgmtMonthSeptember,September
SchedulesMgmtMonthOctober,Oktober
SchedulesMgmtMonthNovember,November
SchedulesMgmtMonthDecember,December
SchedulesMgmtUsedScheduleRemoveMessage,Denne tidsplan er i brug og kan ikke slettes.
SchedulesMgmtRemoveScheduleQuestion,Er du sikker på, at du vil slette tidsplan '%1%'? 
SchedulesMgmtEditSchedulesPatternSectionLabel,Gentagelsesmønster
SchedulesMgmtDefaultScheduleName,Tidsplan 
SchedulesMgmtMultipleScheduleSameNames,En tidsplan med navnet '%1%' findes allerede, indstil et andet navn.
SchedulesMgmtWeeklyScheduleDayNotSelected,Vælg aktive dage for ugelig tidsplan.
SchedulesMgmtNewScheduleUniqueName,Ny tidsplan (%1%)
SchedulesMgmtRecurrenceUniqueName,Gentagelse (%1%)
SchedulesMgmtEditButtonToolTip,Rediger tidsplan
SchedulesMgmtAlways,Altid

#################################################
# ACC Gateway
#################################################
GatewayError1,Fejl
GatewayError201,Server ikke brugergodkendt
GatewayError203,Server ikke fundet
GatewayError10000,Session er ugyldig
GatewayError10001,Server er ugyldig
GatewayError10002,Kamera er ugyldigt
GatewayError10003,Streamgruppe er ugyldig
GatewayError10004,Stream er ugyldig
GatewayError10005,Gateway er ikke kompatibel
GatewayError10006,Kamera er ikke aktivt
GatewayError10100,Forkert anmodning
GatewayError10201,Brugernavn eller adgangskode var ikke korrekt
GatewayError10202,Adgangskode er udløbet
GatewayError10203,Adgangskode kan ikke ændres til en udløbet adgangskode
GatewayError10204,Konto deaktiveret
GatewayError10205,Maksimalt antal clienter er logget ind
GatewayError10206,Ugyldig adresse
GatewayError10207,Brugernavn blev ikke fundet
GatewayError10208,Enkel login mislykket
GatewayError10209,Brugergodkendelsesfejl
GatewayError10210,Adgang nægtet

# JSON Response Errors
GatewayErrorGetEventInvalid,Ugyldig parameter er specificeret
GatewayErrorGetStreamImageInvalidStream,Ugyldig stream er specificeret
GatewayErrorGetStreamImageCamInactive,Det specificerede kamera er ikke aktivt
GatewayErrorCamNotConnected,Kamera er ikke tilsluttet
GatewayErrorInvalidCam,Kamera er ugyldigt
GatewayErrorInvalidAlarm,Ugyldig alarm
GatewayErrorInvalidSavedView,Gemt visning er ugyldig.
GatewayErrorInvalidParams,Forespørgselsparameter er ugyldig
GatewayErrorCameraHandlerCamNotFound,Kamera blev ikke fundet
GatewayErrorNvrInvalid,NVR blev ikke fundet
GatewayErrorNvrDisconnected,NVR er offline
GatewayErrorNotAuthenticated,Ikke godkendt
GatewayErrorCameraNoLongerConnected,Kamera med enhedsId=%1% er ikke mere tilsluttet
GatewayErrorPtzInvalidCommand,PtzCmd er ugyldig
GatewayErrorPushClientToken,PushClientToken er ugyldigt
GatewayErrorPushClientTokenBadToken,Enhedstoken er ugyldigt
GatewayErrorPtzGoToPresetParamInvalid,PtzCmd.GotoPresetParams er ugyldig
GatewayErrorPtzMovePresetParamInvalid,PtzCmd.MovePanTiltParams er ugyldig
GatewayErrorPtzZoomPresetParamInvalid,PtzCmd.ZoomParams parametre
GatewayErrorPtzContStartPresetParamInvalid,PtzCmd.ContinuousPtzStartParams er ugyldig
GatewayErrorPtzRelativePtzParamInvalid,PtzCmd.RelativePtzParams er ugyldig
GatewayErrorPtzRelativeFovParamInvalid,PtzCm d.RelativeFovPtzParams er ugyldig
GatewayErrorPtzAbsolutePtzParamInvalid,PtzCmd.AbsolutePtzParams er ugyldig
GatewayErrorPtzInvalidCmd,PTZ kommando er ugyldig
GatewayErrorTimeInvalid,Timeværdi er ugyldig
GatewayErrorEventRecRadiusInvalid,Radiusværdi er ugyldig
GatewayErrorParamMissing,Parameter %1% mangler
GatewayErrorInvalidSession,Session er ugyldig
GatewayErrorShuttingDown,Gateway lukker ned
GatewayErrorSessionOpenRequestInvalid,Anmodning om åbn session er ugyldig
GatewayErrorMaxSessionOpenRequest,Det maksimale antal sessioner er nået.
GatewayErrorMaxConcurrentSessionOpenRequest,Det maksimale antal samtidige sessioner af åbne opkald er overskredet
GatewayErrorSessionAuthRequestInvalid,Anmodning om brugergodkendelsessession er ugyldig
GatewayErrorSessionNoNvrAssociated,Ingen NVR relateret til id=%1% og sessionId=%2%
GatewayErrorSessionSessionLoginSuccessful,Det er lykkedes at logge på ServerId=%2% med session=%1% 
GatewayErrorSessionFailedLogin,Det mislykkedes at logge ind med errCode=%1%, errType=%2%
GatewayErrorSessionFailedLoginWithMsg,Login mislykkedes for session %1%. loginErr:%2% loginMsg:%3%
GatewayErrorSessionInternalError,Login mislykket pga. intern serverfejl
GatewayErrorSessionNoNvrWithSession,Ingen NVR relateret til id=%1%, sessionId=%2%
GatewayErrorSessionNvrTimeout,NVR %1% ikke klar efter %2% sekunder i relation med id=%3% sessionId=%4%
GatewayErrorSessionNvrNotAccessible,NVR er ikke tilgængelig, login mislykkedes med errCode=%1% errType=%2%
GatewayErrorStreamGroupInvalid,Ugyldig streamgruppe
GatewayErrorStreamGroupInvalidRequest,Ugyldig anmodning om oprettelse af streamgruppe
GatewayErrorStreamGroupInternalError,Intern fejl
GatewayErrorStreamInvalidParam,Manglende parametre
GatewayErrorStreamGroupInvalidUpdateReq,Anmodning om opdatering af ugyldig streamgruppe
GatewayErrorStreamGroupUpdateParamOnLive,Kan ikke indstille streamparametre på live streamgruppe
GatewayErrorStreamInvalid,Stream er ugyldig
GatewayErrorStreamInvalidParams,ugyldige streamparametre
GatewayErrorStreamInvalidParamsSel,ugyldige salgsparameter
GatewayErrorStreamInvalidParamsTo,ugyldig for parameter
GatewayErrorAlarmAssignRequestInvalid,Anmodningen om tildeling af alarm er ugyldig
GatewayErrorAlarmUnAssignRequestInvalid,Anmodning om fjernelse af alarmtildeling er ugyldig
GatewayErrorAlarmAckRequestInvalid,Anmodningen om kvittering af alarm er ugyldig
GatewayErrorAlarmTriggerRequestInvalid,Anmodningen om udløsning af alarm er ugyldig
GatewayErrorAlarmPurgeRequestInvalid,Anmodningen om rydning af alarm er ugyldig
GatewayErrorExportTypeUnknown,Ukendt eksporttype
GatewayErrorExportFailedToStart,Eksporten mislykkedes
GatewayErrorExportNotComplete,Eksporten er endnu ikke fuldført
GatewayErrorExportLimitReached,Det maksimale antal eksporter er nået
GatewayErrorParamMissingOrInvalid,Parameteren %1% mangler eller er ugyldig

#################################################
# HTML Web Client
#################################################
WebClientRestoringClientState,Genindlæser…
WebClientInvertMouseWheel,Invertér rullehjul
WebClientShowFPS,Vis BPS
WebClientUnsupportedBrowser,Den browserversion, du bruger, understøttes ikke af Avigilon Control Center-klienten. Opgrader til den nyeste version. 

#################################################
# ACC Gateway Config WebUI
#################################################

GatewayWuiLocale,en
GatewayWuiSiteTitle,Avigilon Control Center gateway
GatewayWuiLogoutLinkText,Logud
GatewayWuiSetupLinkText,Opsætning
GatewayWuiSetupGeneralLinkText,Generelt
GatewayWuiSetupUsersLinkText,Brugere
GatewayWuiSetupServersLinkText,Tilslut servere
GatewayWuiSetupNetworkLinkText,Netværk
GatewayWuiSetupLiveExportLinkText,Live eksport
GatewayWuiAboutLinkText,Om
GatewayWuiLoginPageHeading,Login
GatewayWuiSetupGeneralPageHeading,Generelt
GatewayWuiSetupUsersPageHeading,Brugere
GatewayWuiSetupServersPageHeading,Tilslut servere
GatewayWuiSetupNetworkPageHeading,Netværk
GatewayWuiSetupLiveExportLoginPageHeading,Log ind på site for live eksport
GatewayWuiSetupLiveExportPageHeading,Live eksport
GatewayWuiSetupNetworkGatewaySubHeading,Streamingporte
GatewayWuiSetupNetworkCfgSubHeading,Konfigurationsporte
GatewayWuiAboutPageHeading,Om
GatewayWuiLoginButtonText,Login
GatewayWuiApplyButtonText,Anvend
GatewayWuiCancelButtonText,Annuller
GatewayWuiOkButtonText,OK
GatewayWuiStartButtonText,Start
GatewayWuiPauseButtonText,Pause
GatewayWuiResumeButtonText,Genoptag
GatewayWuiStopButtonText,Stop
GatewayWuiRestoreDefaultsButtonText,Gendan standarder
GatewayWuiUserNameLabel,Brugernavn:
GatewayWuiPasswordLabel,Adgangskode:
GatewayWuiErrForbidden,Forbudt
GatewayWuiErrNotFound,Ikke fundet
GatewayWuiGatewayVersionLabel,Avigilon Control Center gatewayversion:
GatewayWuiCopyrightInfo,© 2010-2015 Avigilon Corporation og dets licenshavere. Alle rettigheder forbeholdes. AVIGILON, CAPTURE IT WITH CLARITY, HDSM, HIGH DEFINITION STREAM MANAGEMENT (HDSM), THE BEST EVIDENCE, LIGHTCATCHER og MAN-IN-THE-EYE-logoet er registrerede og/eller ikke-registrerede varemærker tilhørende Avigilon Corporation i Canada og andre jurisdiktioner verden over.
GatewayWuiGatewayNameLabel,Gatewaynavn:
GatewayWuiAllowPushNotifications,Tillad pushmeddelelser
GatewayWuiLanguageLabel,Sprog:
GatewayWuiHttpPortLabel,Streaming HTTP port:
GatewayWuiHttpsPortLabel,Streaming HTTPS port:
GatewayWuiHttpCfgPortLabel,Konfiguration HTTP port:
GatewayWuiHttpsCfgPortLabel,Konfiguration HTTPS port:
GatewayWuiAllowRemoteCfgLabel,Tillad fjernkonfiguration
GatewayWuiEnableDigestAuthentication,Aktivér HTTP-godkendelse
GatewayWuiLiveExportRoiLabel,Region for interesse
GatewayWuiLiveExportSelectCameraCaption,Vælg et kamera for at se en forvisning
GatewayWuiLiveExportImageRateLabel,Eksporthastighed
GatewayWuiLiveExportMaxImagesLabel,Maksimalt antal billeder til lagring:
GatewayWuiLiveExportImageQualityLabel,Billedkvalitet:
GatewayWuiLiveExportImageOverlaysTimestamp,Tidsstempel
GatewayWuiLiveExportImageOverlaysCameraName,Kameranavn
GatewayWuiLiveExportImageOverlaysCameraLocation,Kameralokation
GatewayWuiLiveExportImageOverlaysLabel,Billedoverlejninger:
GatewayWuiLiveExportLowQuality,Lav
GatewayWuiLiveExportMediumQuality,Middel
GatewayWuiLiveExportHighQuality,Høj
GatewayWuiConnectDeviceButtonText,Tilslut
GatewayWuiDisconnectDeviceButtonText,Afbryd
GatewayWuiLiveExportAvailableDevicesSubHeading,Tilgængelige enheder
GatewayWuiLiveExportConnectedDevicesSubHeading,Tilsluttede enheder
GatewayWuiLiveExportUsernameLabel,Brugernavn:
GatewayWuiLiveExportPasswordLabel,Adgangskode:
GatewayWuiSetupServersInstructions,Forbind fundne servere til gatewayen.
GatewayWuiDiscoveredServersSubHeading,Fundne servere
GatewayWuiConnectedServersSubHeading,Tilsluttede servere
GatewayWuiServerListHeading,Servernavn (IP-adresse/Værtsnavn)
GatewayWuiDisconnectServerButtonText,Afbryd
GatewayWuiConnectServerButtonText,Tilslut
GatewayWuiAddManualServerButtonText,Find site...
GatewayWuiRemoveManualServerButtonText,Fjern
GatewayWuiVendorSupportPhoneNumberLabel,Support:
GatewayWuiVendorWebsite,Website
GatewayWuiVendorFeedback,Feedback
GatewayWuiHelp,Hjælp
GatewayWuiSetupUsersAdminSubHeading,Administrator
GatewayWuiSetupUsersOperatorSubHeading,Operatør
GatewayWuiSetupSetAdminPasswordHeading,Indstil administratoradgangskode
GatewayWuiUserNameLabel,Brugernavn:
GatewayWuiNewPasswordLabel,Ny adgangskode:
GatewayWuiConfirmPasswordLabel,Bekræft ny adgangskode:
GatewayWuiSetupAddManualServerHeading,Find site
GatewayWuiAddressLabel,IP-adresse/Værtsnavn:
GatewayWuiPortLabel,Port:
GatewayWuiErrorAdminPasswordMismatch,Administratoradgangskode matcher ikke
GatewayWuiErrorAdminPasswordEmpty,Administratoradgangskode må ikke være tomt.
GatewayWuiErrorOperatorPasswordMismatch,Operatøradgangskode matcher ikke
GatewayWuiErrorOperatorPasswordEmpty,Operatøradgangskode må ikke være tomt.
GatewayWuiErrorOperatorUserNameEmpty,Der skal indstilles et operatørbrugernavn
GatewayWuiErrorGatewayNameEmpty,Der skal indstilles et gatewaynavn
GatewayWuiErrorAddressEmpty,Der skal indstilles en IP-adresse/værtsnavn
GatewayWuiErrorSetNetworkSettingsRestartFailed,Gatewayservice kunne ikke starte med anmodede netværksindstillinger. Muligvis portkonflikt.
GatewayWuiErrorServerAlreadyExists,Serveren på den oplyste IP-adresse/værtsnavn er allerede blevet føjet til systemet.
GatewayWuiErrorServerAlreadyConnected,Serveren er allerede tilsluttet.
GatewayWuiErrorServerNotPresent,Serveren er ikke mere til stede.
GatewayWuiErrorServerNoGatewayLicense,Serveren kræver en gatewaylicens for at bliver tilsluttet.
GatewayWuiErrorServerMixedServerClass,Kan ikke forbinde samtidigt til to Avigilon Control Center servere med forskellige licenstyper.
GatewayWuiLiveExportImageFormatLabel,Billedformat:
GatewayWuiLiveExportFormatJPEG,JPEG
GatewayWuiLiveExportFormatPNG,PNG
GatewayWuiLiveExportFormatTIFF,TIFF
GatewayWuiLiveExportImageRateFull,Fuld
GatewayWuiLiveExportImageRateSpecified,Ét billede for hver 
GatewayWuiLiveExportLoginHeader,Log ind på site for live eksport
GatewayWuiLiveExportLoginUsername,Brugernavn
GatewayWuiLiveExportLoginPassword,Adgangskode
GatewayWuiLiveExportDeviceConnected,Enhed '%1%' er tilsluttet.
GatewayWuiLiveExportDeviceDisconnected,Enhed '%1%' er afbrudt.
GatewayWuiLiveExportStart,Live eksport startet
GatewayWuiLiveExportStop,Live eksport stoppet
GatewayWuiLiveExportPause,Live export holder pause
GatewayWuiLiveExportResume,Live export er genoptaget
GatewayWuiLiveExportDefaultRestored,Standardindstillinger er gendannet
GatewayWuiLiveExportDeviceMissing,Enheden, du har valgt, tilhører et site, der ikke mere er sluttet til gatewayen.
GatewayWuiLiveExportSetCredentials,Indtast et brugernavn og en adgangskode for sitet
GatewayWuiConnectionTypeLabel,Tilslutningstype:
GatewayWuiConnectionTypeNONE,Vælg
GatewayWuiConnectionTypeLAN,LAN
GatewayWuiConnectionTypeWAN,WAN
GatewayWuiSetConnectionTypeButtonText,Angiv forbindelsestype
GatewayWuiConnectionTypeIsNotSetText,De valgte sites har forskellige forbindelsestyper. Vælg den samme forbindelsestype for alle sites.
GatewayWuiSiteDetailsSelectOneSite,Vælg et site fra forbundne sites
GatewayWuiSiteDetailsSelectOneDiscoveredSite,Vælg et site fra fundne sites
GatewayWuiSiteDetailsButton,Siteoplysninger...
GatewayWuiSiteDetailsSiteInTitle,Site: '%1%'
GatewayWuiSiteDetailsError,Siteoplysninger blev ikke hentet
GatewayWuiSiteDetailsAutoDiscoveredSite,Automatisk fundet site
GatewayWuiSiteDetailsManuallyAddedSite,Manuelt tilføjet site
GatewayWuiSiteDetailsSiteEndpoints,Siteslutpunkter:

#################################################
# Scheduler Rule DB upgrade
#################################################

#################################################
# UserManager Ldap Server Synchronization
#################################################

#################################################
# New Task Panel
#################################################


NewTaskPanelViewGroup,Visning
NewTaskPanelViewVideoTask,Video
NewTaskPanelViewAlarms,Alarmer
NewTaskPanelViewLprMatches,Nummerplade matcher

NewTaskPanelSearchGroup,Søgning
NewTaskPanelSearchEventTask,Hændelser
NewTaskPanelSearchPixelTask,Bevægelse
NewTaskPanelSearchLPRTask,LPR
NewTaskPanelSearchThumbnailTask,Miniaturer
NewTaskPanelSearchPosTask,Tekstkildetransaktioner
NewTaskPanelSearchAlarmTask,Alarmer
NewTaskPanelSearchBookmarkTask,Bookmarks

NewTaskPanelExportGroup,Eksport
NewTaskPanelExportTask,Eksport
NewTaskPanelBackupTask,Arkiv

NewTaskPanelSetupGroup,Administrer

NewTaskPanelSetupTask,Site opsætning

NewTaskPanelSystemHealthLogs,Sitelogs
NewTaskPanelUserLoginManagement,Brugerforbindelser
NewTaskPanelSystemHealthServerStatus,Tilstand for site
NewTaskPanelSiteLogin,Sitelogon

#################################################
# Generic Converter Strings
#################################################

FloatPercentageConverterString,%1%%%
