#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,Bezárás
LicensePlateChannelParamsCI_Device,rendszámtábla-felismerési kamera
LicensePlateChannelParamsCI_Roi,rendszámtábla-felismerési terület
LicensePlateChannelParamsCI_Rect,rendszámtábla-felismerési terület
LicensePlateChannelParamsCI_Context,rendszámtábla-felismerési konfiguráció
LicensePlateChannelParamsCI_Enabled,rendszámtábla-felismerési sáv engedélyezve
LicensePlateChannelParamsCI_Height,rendszámtábla-felismerési magasság
LicensePlateChannelParamsCI_PreRecordTime,rendszámtábla-felismerés esemény előtti rögzítési ideje
LicensePlateChannelParamsCI_PostRecordTime,rendszámtábla-felismerés esemény utáni rögzítési ideje

StorageCameraParamsCI_AgingNumTiers,rögzítési videó tömörítés
StorageCameraParamsCI_AgingTierTargets,rögzítési videó tömörítés
StorageCameraParamsCI_RetentionDays,rögzítés – maximális rögzítési idő
StorageCameraParamsCI_ParamsLinked,rögzítés – kapcsolódó paraméterek
StorageCameraParamsCI_NonPriorityRecPeriod_ms,rögzítés – nem prioritásos rögzítési képperiódus
StorageCameraParamsCI_PreRecordingMinutes,rögzítés előtti idő (perc)
StorageCameraParamsCI_PreRecordingSeconds,rögzítés előtti idő (másodperc)

StorageParamsCI_BackupEnabled,ütemezett archiválás engedélyezve
StorageParamsCI_BackupDevices,ütemezett archiválás – archiválandó kamerák
StorageParamsCI_BackupDeleteOldest,ütemezett archiválás törlése
StorageParamsCI_BackupPeriod,ütemezett archiválás gyakorisága
StorageParamsCI_BackupDuration,ütemezett archiválás lefedettsége
StorageParamsCI_BackupStartDate,ütemezett archiválás kezdő dátuma
StorageParamsCI_BackupExecuteTime,ütemezett archiválás végrehajtási ideje
StorageParamsCI_LastBackupSysTime,ütemezett archiválás – utolsó archiválás ideje
StorageParamsCI_NextBackupSysTime,ütemezett archiválás – következő archiválás ideje
StorageParamsCI_AgingNumTiersLinked,ütemezett elévülés – kapcsolódó rétegek száma
StorageParamsCI_AgingTierTargetsLinked,kapcsolódó ütemezett rétegcélok
StorageParamsCI_RetentionDaysLinked,kapcsolódó ütemezett késleltetési napok

LdapServerParamsCI_UserName,Active Directory-felhasználónév
LdapServerParamsCI_Password,Active Directory-jelszó
LdapServerParamsCI_DomainName,Active Directory-tartomány
LdapServerParamsCI_ServerAddress,Active Directory-kiszolgáló
LdapServerParamsCI_Enabled,Active Directory engedélyezve

SiteSetting_SiteName,site neve
SiteSetting_Hierarchy,Vállalati hierarchia
SettingError_Unspecified,Meg kell adni egy értéket a(z) '%1%' számára.
SettingError_Invalid,A(z) '%1%' értéke érvénytelen.

#################################################
# Schedule Management Strings
#################################################

SchedulesMgmtEditRecurrencesListTitle,Ismétlődések:
SchedulesMgmtEditSchedulesFormTitle,Szerkesztés...
SchedulesMgmtAddScheduleButtonText,Hozzáadás
SchedulesMgmtRemoveScheduleButtonText,Törlés
SchedulesMgmtAddRecurrenceButtonText,Hozzáadás...
SchedulesMgmtRemoveRecurrenceButtonText,Törlés
SchedulesMgmtEditSchedulesScheduleName,Név:
SchedulesMgmtEditSchedulesScheduleStartTime,Kezdés:
SchedulesMgmtEditSchedulesScheduleEndTime,Befejezés:
SchedulesMgmtEditSchedulesScheduleStartDate,Kezdő dátum:
SchedulesMgmtEditSchedulesDailyRecurrence,Naponta
SchedulesMgmtEditSchedulesWeeklyRecurrence,Hetente
SchedulesMgmtEditSchedulesMonthlyRecurrence,Havonta
SchedulesMgmtEditSchedulesYearlyRecurrence,Évente
SchedulesMgmtEditRecurrenceEvery,Ismétlődés
SchedulesMgmtEditDailyRecurrenceEveryUnits,naponta
SchedulesMgmtEditWeeklyRecurrenceEveryUnits,hetente:
SchedulesMgmtEditMonthlyRecurrenceEveryUnits,havonta:
SchedulesMgmtEditYearlyRecurrenceEveryUnits,évente:
SchedulesMgmtEditWeeklySundayCaption,Vasárnap
SchedulesMgmtEditWeeklyMondayCaption,Hétfő
SchedulesMgmtEditWeeklyTuesdayCaption,Kedd
SchedulesMgmtEditWeeklyWednesdayCaption,Szerda
SchedulesMgmtEditWeeklyThursdayCaption,Csütörtök
SchedulesMgmtEditWeeklyFridayCaption,Péntek
SchedulesMgmtEditWeeklySaturdayCaption,Szombat
SchedulesMgmtOnDayRadioButtonLabel,Nap
SchedulesMgmtOnWeekRadioButtonLabel,A(z)
SchedulesMgmtOnWeekFirstWeekLabel,első
SchedulesMgmtOnWeekSecondWeekLabel,második
SchedulesMgmtOnWeekThirdWeekLabel,harmadik
SchedulesMgmtOnWeekFourthWeekLabel,negyedik
SchedulesMgmtOnWeekLastWeekLabel,utolsó
SchedulesMgmtYearlyRecurrenceOfMonthLabel,/
SchedulesMgmtMonthJanuary,Január
SchedulesMgmtMonthFebruary,Február
SchedulesMgmtMonthMarch,Március
SchedulesMgmtMonthApril,Április
SchedulesMgmtMonthMay,Május
SchedulesMgmtMonthJune,Június
SchedulesMgmtMonthJuly,Július
SchedulesMgmtMonthAugust,Augusztus
SchedulesMgmtMonthSeptember,Szeptember
SchedulesMgmtMonthOctober,Október
SchedulesMgmtMonthNovember,November
SchedulesMgmtMonthDecember,December
SchedulesMgmtUsedScheduleRemoveMessage,Ez az ütemezés használatban van, és nem törölhető.
SchedulesMgmtRemoveScheduleQuestion,Biztosan törli a(z) '%1%' ütemezést? 
SchedulesMgmtEditSchedulesPatternSectionLabel,Ismétlődési minta
SchedulesMgmtDefaultScheduleName,Ütemezés 
SchedulesMgmtMultipleScheduleSameNames,'%1%' néven már létezik ütemezés, állítson be másik nevet.
SchedulesMgmtWeeklyScheduleDayNotSelected,Válassza ki az aktív napokat a heti ütemezéshez.
SchedulesMgmtNewScheduleUniqueName,Új ütemezés (%1%)
SchedulesMgmtRecurrenceUniqueName,Ismétlődés (%1%)
SchedulesMgmtEditButtonToolTip,Ütemezés szerkesztése
SchedulesMgmtAlways,Mindig

#################################################
# ACC Gateway
#################################################
GatewayError1,Hiba
GatewayError201,A kiszolgáló nincs hitelesítve
GatewayError203,A kiszolgáló nem található
GatewayError10000,A munkamenet érvénytelen
GatewayError10001,A kiszolgáló érvénytelen
GatewayError10002,A kamera érvénytelen
GatewayError10003,Az adatfolyamcsoport érvénytelen
GatewayError10004,Az adatfolyam érvénytelen
GatewayError10005,Az átjáró nem kompatibilis
GatewayError10006,A kamera nem aktív
GatewayError10100,Hibás kérés
GatewayError10201,Hibás volt a felhasználónév vagy a jelszó
GatewayError10202,A jelszó lejárt
GatewayError10203,A jelszó nem módosítható lejárt jelszóra
GatewayError10204,A fiók le van tiltva
GatewayError10205,Bejelentkezett kliensek maximális száma
GatewayError10206,Érvénytelen cím
GatewayError10207,A felhasználónév nem található
GatewayError10208,Az egyszeri bejelentkezés sikertelen
GatewayError10209,Hitelesítési hiba
GatewayError10210,Hozzáférés megtagadva

# JSON Response Errors
GatewayErrorGetEventInvalid,A megadott paraméter érvénytelen
GatewayErrorGetStreamImageInvalidStream,A megadott adatfolyam érvénytelen
GatewayErrorGetStreamImageCamInactive,A megadott kamera nem aktív
GatewayErrorCamNotConnected,A kamera nincs csatlakoztatva
GatewayErrorInvalidCam,A kamera érvénytelen
GatewayErrorInvalidAlarm,A riasztás érvénytelen
GatewayErrorInvalidSavedView,A mentett nézet érvénytelen.
GatewayErrorInvalidParams,A lekérdezési paraméter érvénytelen
GatewayErrorCameraHandlerCamNotFound,A kamera nem található
GatewayErrorNvrInvalid,Az NRV nem található
GatewayErrorNvrDisconnected,Az NVR kapcsolat nélküli
GatewayErrorNotAuthenticated,Nem hitelesített
GatewayErrorCameraNoLongerConnected,A(z) %1% eszközazonosítójú kamera már nincs csatlakoztatva
GatewayErrorPtzInvalidCommand,A PtzCmd érvénytelen
GatewayErrorPushClientToken,A PushClientToken érvénytelen
GatewayErrorPushClientTokenBadToken,Az eszköztoken érvénytelen
GatewayErrorPtzGoToPresetParamInvalid,A PtzCmd.GotoPresetParams érvénytelen
GatewayErrorPtzMovePresetParamInvalid,A PtzCmd.MovePanTiltParams érvénytelen
GatewayErrorPtzZoomPresetParamInvalid,PtzCmd.ZoomParams paraméterek
GatewayErrorPtzContStartPresetParamInvalid,A PtzCmd.ContinuousPtzStartParams érvénytelen
GatewayErrorPtzRelativePtzParamInvalid,A PtzCmd.RelativePtzParams érvénytelen
GatewayErrorPtzRelativeFovParamInvalid,A PtzCm d.RelativeFovPtzParams érvénytelen
GatewayErrorPtzAbsolutePtzParamInvalid,A PtzCmd.AbsolutePtzParams érvénytelen
GatewayErrorPtzInvalidCmd,A PTZ-parancs érvénytelen
GatewayErrorTimeInvalid,Az idő értéke érvénytelen
GatewayErrorEventRecRadiusInvalid,A sugár értéke érvénytelen
GatewayErrorParamMissing,Hiányzik a(z) %1% paraméter
GatewayErrorInvalidSession,A munkamenet érvénytelen
GatewayErrorShuttingDown,A Gateway alkalmazás leáll
GatewayErrorSessionOpenRequestInvalid,A munkamenet-megnyitási kérés érvénytelen
GatewayErrorMaxSessionOpenRequest,Elérte a munkamenetek maximális számát
GatewayErrorMaxConcurrentSessionOpenRequest,Túllépte az egyidejű munkamenet-megnyitási hívások maximális számát
GatewayErrorSessionAuthRequestInvalid,A hitelesítési munkamenet iránti kérés érvénytelen
GatewayErrorSessionNoNvrAssociated,Nincs társítva NVR a(z) %1% azonosítóhoz és a(z) %2% munkamenet-azonosítóhoz
GatewayErrorSessionSessionLoginSuccessful,Sikeresen bejelentkezett a(z) %2% azonosítójú kiszolgálóra a(z) %1% munkamenettel 
GatewayErrorSessionFailedLogin,A bejelentkezés sikertelen, hibakód=%1%, hibatípus=%2%
GatewayErrorSessionFailedLoginWithMsg,A(z) %1% munkamenet nem tudott bejelentkezni. bej. hiba:%2% bej. üz.:%3%
GatewayErrorSessionInternalError,Belső kiszolgálóhiba miatt a bejelentkezés sikertelen
GatewayErrorSessionNoNvrWithSession,Nincs társítva NVR a(z) %1% azonosítóhoz, illetve a(z) %2% munkamenet-azonosítóhoz
GatewayErrorSessionNvrTimeout,A(z) %1% NVR nem áll készen, %2% másodperc után a(z) %3% azonosítóhoz és a(z) %4% munkamenet-azonosítóhoz társítva
GatewayErrorSessionNvrNotAccessible,Az NVR nem érhető el, a bejelentkezés sikertelen, hibakód=%1% hibatípus=%2%
GatewayErrorStreamGroupInvalid,Érvénytelen adatfolyamcsoport
GatewayErrorStreamGroupInvalidRequest,Érvénytelen adatfolyamcsoport-létrehozási kérés
GatewayErrorStreamGroupInternalError,Belső hiba
GatewayErrorStreamInvalidParam,Hiányzó paraméterek
GatewayErrorStreamGroupInvalidUpdateReq,Érvénytelen adatfolyamcsoport-frissítési kérés
GatewayErrorStreamGroupUpdateParamOnLive,A paraméterek nem továbbíthatók élő adatfolyamcsoportban
GatewayErrorStreamInvalid,Az adatfolyam érvénytelen
GatewayErrorStreamInvalidParams,érvénytelen adatfolyam-paraméterek
GatewayErrorStreamInvalidParamsSel,érvénytelen kiválasztási paraméter
GatewayErrorStreamInvalidParamsTo,érvénytelen célparaméter
GatewayErrorAlarmAssignRequestInvalid,A riasztás-hozzárendelési kérés érvénytelen
GatewayErrorAlarmUnAssignRequestInvalid,A riasztáshozzárendelés-törlési kérés érvénytelen
GatewayErrorAlarmAckRequestInvalid,A riasztásnyugtázási kérés érvénytelen
GatewayErrorAlarmTriggerRequestInvalid,A riasztásindítási kérés érvénytelen
GatewayErrorAlarmPurgeRequestInvalid,A riasztástörlési kérés érvénytelen
GatewayErrorExportTypeUnknown,Ismeretlen exportálástípus
GatewayErrorExportFailedToStart,Az exportálás sikertelen
GatewayErrorExportNotComplete,Az exportálás még nem fejeződött be
GatewayErrorExportLimitReached,Elérte az exportálások maximális számát
GatewayErrorParamMissingOrInvalid,A(z) %1% paraméter hiányzik vagy érvénytelen

#################################################
# HTML Web Client
#################################################
WebClientRestoringClientState,Újratöltés...
WebClientInvertMouseWheel,Fordított görgetőkerék
WebClientShowFPS,Megjelenítési IPS
WebClientUnsupportedBrowser,Az Avigilon Control Center Client nem támogatja az Ön által használt böngészőverziót. Frissítse a legújabb verzióra. 

#################################################
# ACC Gateway Config WebUI
#################################################

GatewayWuiLocale,hu
GatewayWuiSiteTitle,Avigilon Control Center Gateway
GatewayWuiLogoutLinkText,Kijelentkezés
GatewayWuiSetupLinkText,Beállítás
GatewayWuiSetupGeneralLinkText,Általános
GatewayWuiSetupUsersLinkText,Felhasználók
GatewayWuiSetupServersLinkText,Site-ok csatlakoztatása
GatewayWuiSetupNetworkLinkText,Hálózat
GatewayWuiSetupLiveExportLinkText,Élő exportálás
GatewayWuiAboutLinkText,Névjegy
GatewayWuiLoginPageHeading,Bejelentkezés
GatewayWuiSetupGeneralPageHeading,Általános
GatewayWuiSetupUsersPageHeading,Felhasználók
GatewayWuiSetupServersPageHeading,Site-ok csatlakoztatása
GatewayWuiSetupNetworkPageHeading,Hálózat
GatewayWuiSetupLiveExportLoginPageHeading,Bejelentkezés az élő exportáláshoz tartozó site-ra
GatewayWuiSetupLiveExportPageHeading,Élő exportálás
GatewayWuiSetupNetworkGatewaySubHeading,Adatfolyam-továbbítási portok
GatewayWuiSetupNetworkCfgSubHeading,Konfigurációs portok
GatewayWuiAboutPageHeading,Névjegy
GatewayWuiLoginButtonText,Bejelentkezés
GatewayWuiApplyButtonText,Alkalmaz
GatewayWuiCancelButtonText,Mégse
GatewayWuiOkButtonText,OK
GatewayWuiStartButtonText,Indítás
GatewayWuiPauseButtonText,Szünet
GatewayWuiResumeButtonText,Folytatás
GatewayWuiStopButtonText,Leállítás
GatewayWuiRestoreDefaultsButtonText,Alapértékek visszaállítása
GatewayWuiUserNameLabel,Felhasználónév:
GatewayWuiPasswordLabel,Jelszó:
GatewayWuiErrForbidden,Tilos
GatewayWuiErrNotFound,Nem található
GatewayWuiGatewayVersionLabel,Az Avigilon Control Center Gateway verziója:
GatewayWuiCopyrightInfo,© 2010–2015 Avigilon Corporation és licencadói. Minden jog fenntartva. Az AVIGILON, a CAPTURE IT WITH CLARITY, a HDSM, a HIGH DEFINITION STREAM MANAGEMENT (HDSM), a THE BEST EVIDENCE, a LIGHTCATCHER és az ACC embléma az Avigilon Corporation bejegyzett és/vagy nem bejegyzett védjegye Kanadában és a világ más országaiban.
GatewayWuiGatewayNameLabel,Átjáró neve:
GatewayWuiAllowPushNotifications,Leküldéses értesítések engedélyezése
GatewayWuiLanguageLabel,Nyelv:
GatewayWuiHttpPortLabel,Adatfolyam-továbbítási HTTP-port:
GatewayWuiHttpsPortLabel,Adatfolyam-továbbítási HTTPS-port:
GatewayWuiHttpCfgPortLabel,Konfigurációs HTTP-port:
GatewayWuiHttpsCfgPortLabel,Konfigurációs HTTPS-port:
GatewayWuiAllowRemoteCfgLabel,Távoli konfiguráció engedélyezése
GatewayWuiEnableDigestAuthentication,HTTP-hitelesítés engedélyezése
GatewayWuiLiveExportRoiLabel,terület
GatewayWuiLiveExportSelectCameraCaption,Kamera kiválasztása az előnézet megtekintéséhez
GatewayWuiLiveExportImageRateLabel,Exportálási sebesség:
GatewayWuiLiveExportMaxImagesLabel,Tárolható képek maximális száma:
GatewayWuiLiveExportImageQualityLabel,Képminőség:
GatewayWuiLiveExportImageOverlaysTimestamp,Időbélyegző
GatewayWuiLiveExportImageOverlaysCameraName,Kamera neve
GatewayWuiLiveExportImageOverlaysCameraLocation,Kamera helye
GatewayWuiLiveExportImageOverlaysLabel,Képátfedések:
GatewayWuiLiveExportLowQuality,Alacsony
GatewayWuiLiveExportMediumQuality,Közepes
GatewayWuiLiveExportHighQuality,Magas
GatewayWuiConnectDeviceButtonText,Csatlakoztatás
GatewayWuiDisconnectDeviceButtonText,Leválasztás
GatewayWuiLiveExportAvailableDevicesSubHeading,Elérhető eszközök
GatewayWuiLiveExportConnectedDevicesSubHeading,Csatlakoztatott eszközök
GatewayWuiLiveExportUsernameLabel,Felhasználónév:
GatewayWuiLiveExportPasswordLabel,Jelszó:
GatewayWuiSetupServersInstructions,Csatlakoztassa az észlelt site-okat az átjáróhoz.
GatewayWuiDiscoveredServersSubHeading,Észlelt site-ok
GatewayWuiConnectedServersSubHeading,Csatlakoztatott site-ok
GatewayWuiServerListHeading,Site neve (IP-cím/gazdagépnév)
GatewayWuiDisconnectServerButtonText,Leválasztás
GatewayWuiConnectServerButtonText,Csatlakoztatás
GatewayWuiAddManualServerButtonText,Site keresése...
GatewayWuiRemoveManualServerButtonText,Eltávolítás
GatewayWuiVendorSupportPhoneNumberLabel,Támogatás:
GatewayWuiVendorWebsite,Webhely
GatewayWuiVendorFeedback,Visszajelzés
GatewayWuiHelp,Súgó
GatewayWuiSetupUsersAdminSubHeading,Rendszergazda
GatewayWuiSetupUsersOperatorSubHeading,Kezelő
GatewayWuiSetupSetAdminPasswordHeading,Rendszergazdai jelszó beállítása
GatewayWuiUserNameLabel,Felhasználónév:
GatewayWuiNewPasswordLabel,Új jelszó:
