#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,Lukk
GatewayErrorPushClientTokenBadToken,Enhetstoken er ugyldig
GatewayErrorPtzGoToPresetParamInvalid,PtzCmd.GotoPresetParams ugyldig
GatewayErrorPtzMovePresetParamInvalid,PtzCmd.MovePanTiltParams ugyldig
GatewayErrorPtzZoomPresetParamInvalid,PtzCmd.ZoomParams-parametere
GatewayErrorPtzContStartPresetParamInvalid,PtzCmd.ContinuousPtzStartParams ugyldig
GatewayErrorPtzRelativePtzParamInvalid,PtzCmd.RelativePtzParams ugyldig
GatewayErrorPtzRelativeFovParamInvalid,PtzCm d.RelativeFovPtzParams ugyldig
GatewayErrorPtzAbsolutePtzParamInvalid,PtzCmd.AbsolutePtzParams ugyldig
GatewayErrorPtzInvalidCmd,PTZ-kommando ugyldig
GatewayErrorTimeInvalid,Tidsverdi ugyldig
GatewayErrorEventRecRadiusInvalid,Radiusverdi ugyldig
GatewayErrorParamMissing,Parameter %1% mangler
GatewayErrorInvalidSession,Økt ugyldig
GatewayErrorShuttingDown,Gateway avslutter
GatewayErrorSessionOpenRequestInvalid,Åpne økt-forespørsel er ugyldig
GatewayErrorMaxSessionOpenRequest,Maksimalt antall økter er nådd
GatewayErrorMaxConcurrentSessionOpenRequest,Maksimalt antall åpningsoppkall i samtidige økter er overskredet
GatewayErrorSessionAuthRequestInvalid,Godkjenningsøkt-forespørsel er ugyldig
GatewayErrorSessionNoNvrAssociated,Ingen NVR knyttet til id=%1% og sessionId=%2%
GatewayErrorSessionSessionLoginSuccessful,Vellykket logget på ServerId=%2% med session=%1% 
GatewayErrorSessionFailedLogin,Kunne ikke logge på med errCode=%1%, errType=%2%
GatewayErrorSessionFailedLoginWithMsg,Økt %1% kunne ikke logge på. loginErr:%2% loginMsg:%3%
GatewayErrorSessionInternalError,Pålogging mislyktes på grunn av intern serverfeil
GatewayErrorSessionNoNvrWithSession,Ingen NVR knyttet til id=%1%, sessionId=%2%
GatewayErrorSessionNvrTimeout,NVR %1% ikke klar etter %2% sekunder tilknyttet med id=%3% sessionId=%4%
GatewayErrorSessionNvrNotAccessible,NVR er ikke tilgjengelig, pålogging mislyktes med errCode=%1% errType=%2%
GatewayErrorStreamGroupInvalid,Ugyldig strømmegruppe
GatewayErrorStreamGroupInvalidRequest,Ugyldig forespørsel om oppretting av strømmegruppe
GatewayErrorStreamGroupInternalError,Intern feil
GatewayErrorStreamInvalidParam,Manglende parametere
GatewayErrorStreamGroupInvalidUpdateReq,Ugyldig forespørsel om oppdatering av strømmegruppe
GatewayErrorStreamGroupUpdateParamOnLive,Kan ikke angi strømmeparametere for direktestrømgruppe
GatewayErrorStreamInvalid,Strøm ugyldig
GatewayErrorStreamInvalidParams,ugyldige strømmeparametere
GatewayErrorStreamInvalidParamsSel,ugyldig sel-parameter
GatewayErrorStreamInvalidParamsTo,ugyldig til parameter
GatewayErrorAlarmAssignRequestInvalid,Forespørsel om tildeling av alarm er ugyldig
GatewayErrorAlarmUnAssignRequestInvalid,Forespørsel om fradeling av alarm er ugyldig
GatewayErrorAlarmAckRequestInvalid,Forespørsel om alarmkvittering er ugyldig
GatewayErrorAlarmTriggerRequestInvalid,Forespørsel om alarmutløser er ugyldig
GatewayErrorAlarmPurgeRequestInvalid,Forespørsel om alarmrydding er ugyldig
GatewayErrorExportTypeUnknown,Ukjent eksporttype
GatewayErrorExportFailedToStart,Eksport mislyktes
GatewayErrorExportNotComplete,Eksport ikke fullført ennå
GatewayErrorExportLimitReached,Maks. antall eksporter nådd
GatewayErrorParamMissingOrInvalid,Parameter %1% mangler eller er ugyldig

#################################################
# HTML Web Client
#################################################
WebClientRestoringClientState,Laster på nytt…
WebClientInvertMouseWheel,Inverter rullehjul
WebClientShowFPS,Vis IPS
WebClientUnsupportedBrowser,Nettleserversjonen du bruker, støttes ikke av Avigilon Control Center Client. Oppgrader til den nyeste versjonen. 

#################################################
# ACC Gateway Config WebUI
#################################################

GatewayWuiLocale,en
GatewayWuiSiteTitle,Avigilon Control Center Gateway
GatewayWuiLogoutLinkText,Logg av
GatewayWuiSetupLinkText,Oppsett
GatewayWuiSetupGeneralLinkText,Generelt
GatewayWuiSetupUsersLinkText,Brukere
GatewayWuiSetupServersLinkText,Koble til steder
GatewayWuiSetupNetworkLinkText,Nettverk
GatewayWuiSetupLiveExportLinkText,Direkteeksport
GatewayWuiAboutLinkText,Om
GatewayWuiLoginPageHeading,Pålogging
GatewayWuiSetupGeneralPageHeading,Generelt
GatewayWuiSetupUsersPageHeading,Brukere
GatewayWuiSetupServersPageHeading,Koble til steder
GatewayWuiSetupNetworkPageHeading,Nettverk
GatewayWuiSetupLiveExportLoginPageHeading,Logg på sted for direkteeksport
GatewayWuiSetupLiveExportPageHeading,Direkteeksport
GatewayWuiSetupNetworkGatewaySubHeading,Strømmeporter
GatewayWuiSetupNetworkCfgSubHeading,Konfigurasjonsporter
GatewayWuiAboutPageHeading,Om
GatewayWuiLoginButtonText,Pålogging
GatewayWuiApplyButtonText,Bruk
GatewayWuiCancelButtonText,Avbryt
GatewayWuiOkButtonText,OK
GatewayWuiStartButtonText,Start
GatewayWuiPauseButtonText,Pause
GatewayWuiResumeButtonText,Gjenoppta
GatewayWuiStopButtonText,Stopp
GatewayWuiRestoreDefaultsButtonText,Gjenopprett standarder
GatewayWuiUserNameLabel,Brukernavn:
GatewayWuiPasswordLabel,Passord:
GatewayWuiErrForbidden,Forbudt
GatewayWuiErrNotFound,Ikke funnet
GatewayWuiGatewayVersionLabel,Avigilon Control Center Gateway versjon:
GatewayWuiCopyrightInfo,© 2010—2015 Avigilon Corporation og dets lisensgivere.  Med enerett.  AVIGILON, CAPTURE IT WITH CLARITY, HDSM, HIGH DEFINITION STREAM MANAGEMENT (HDSM), THE BEST EVIDENCE, LIGHTCATCHER og ACC-logoen er registrerte og/eller uregistrerte varemerker for Avigilon Corporation i Canada og andre jurisdiksjoner over hele verden.
GatewayWuiGatewayNameLabel,Gateway-navn:
GatewayWuiAllowPushNotifications,Tillat push-varsler
GatewayWuiLanguageLabel,Språk:
GatewayWuiHttpPortLabel,HTTP-port for strømming:
GatewayWuiHttpsPortLabel,HTTPS-port for strømming:
GatewayWuiHttpCfgPortLabel,HTTP-port for konfigurasjon:
GatewayWuiHttpsCfgPortLabel,HTTPS-port for konfigurasjon:
GatewayWuiAllowRemoteCfgLabel,Tillat fjernkonfigurasjon
GatewayWuiEnableDigestAuthentication,Aktiver HTTP-godkjenning
GatewayWuiLiveExportRoiLabel,Interesseområde
GatewayWuiLiveExportSelectCameraCaption,Velg et kamera for å se en forhåndsvisning
GatewayWuiLiveExportImageRateLabel,Eksportfrekvens:
GatewayWuiLiveExportMaxImagesLabel,Maksimalt antall bilder som skal lagres:
GatewayWuiLiveExportImageQualityLabel,Bildekvalitet:
GatewayWuiLiveExportImageOverlaysTimestamp,Tidsstempel
GatewayWuiLiveExportImageOverlaysCameraName,Kameranavn
GatewayWuiLiveExportImageOverlaysCameraLocation,Kameraplassering
GatewayWuiLiveExportImageOverlaysLabel,Bildeoverlegg:
GatewayWuiLiveExportLowQuality,Lav
GatewayWuiLiveExportMediumQuality,Middels
GatewayWuiLiveExportHighQuality,Høy
GatewayWuiConnectDeviceButtonText,Koble til
GatewayWuiDisconnectDeviceButtonText,Koble fra
GatewayWuiLiveExportAvailableDevicesSubHeading,Tilgjengelige enheter
GatewayWuiLiveExportConnectedDevicesSubHeading,Tilkoblede enheter
GatewayWuiLiveExportUsernameLabel,Brukernavn:
GatewayWuiLiveExportPasswordLabel,Passord:
GatewayWuiSetupServersInstructions,Koble oppdagede steder til gatewayen.
GatewayWuiDiscoveredServersSubHeading,Oppdagede steder
GatewayWuiConnectedServersSubHeading,Tilkoblede steder
GatewayWuiServerListHeading,Stedsnavn (IP-adresse/vertsnavn)
GatewayWuiDisconnectServerButtonText,Koble fra
GatewayWuiConnectServerButtonText,Koble til
GatewayWuiAddManualServerButtonText,Finn sted...
GatewayWuiRemoveManualServerButtonText,Fjern
GatewayWuiVendorSupportPhoneNumberLabel,Støtte:
GatewayWuiVendorWebsite,Nettsted
GatewayWuiVendorFeedback,Tilbakemelding
GatewayWuiHelp,Hjelp
GatewayWuiSetupUsersAdminSubHeading,Administrator
GatewayWuiSetupUsersOperatorSubHeading,Operatør
GatewayWuiSetupSetAdminPasswordHeading,Angi administratorpassord
GatewayWuiUserNameLabel,Brukernavn:
GatewayWuiNewPasswordLabel,Nytt passord:
GatewayWuiConfirmPasswordLabel,Bekreft nytt passord:
GatewayWuiSetupAddManualServerHeading,Finn sted
GatewayWuiAddressLabel,IP-adresse/vertsnavn:
GatewayWuiPortLabel,Port:
GatewayWuiErrorAdminPasswordMismatch,Administratorpassordene stemmer ikke overens.
GatewayWuiErrorAdminPasswordEmpty,Administratorpassord kan ikke være tomt
GatewayWuiErrorOperatorPasswordMismatch,Operatørpassordene stemmer ikke overens.
GatewayWuiErrorOperatorPasswordEmpty,Operatørpassord kan ikke være tomt
GatewayWuiErrorOperatorUserNameEmpty,Operatørbrukernavn må angis
GatewayWuiErrorGatewayNameEmpty,Gateway-navn må angis
GatewayWuiErrorAddressEmpty,IP-adresse/vertsnavn må angis
GatewayWuiErrorSetNetworkSettingsRestartFailed,Gateway-tjeneste kan ikke starte med forespurte nettverksinnstillinger. Mulig portkonflikt.
GatewayWuiErrorServerAlreadyExists,Stedet på angitt IP-adresse/vertsnavn er allerede lagt til i systemet.
GatewayWuiErrorServerAlreadyConnected,Stedet er allerede tilkoblet.
GatewayWuiErrorServerNotPresent,Stedet er ikke lenger tilstede.
GatewayWuiErrorServerNoGatewayLicense,Stedet krever en gateway-lisens for å kunne kobles til.
GatewayWuiErrorServerMixedServerClass,Kan ikke koble til to Avigilon Control Center-steder med forskjellig lisenstype samtidig.
GatewayWuiLiveExportImageFormatLabel,Bildeformat:
GatewayWuiLiveExportFormatJPEG,JPEG
GatewayWuiLiveExportFormatPNG,PNG
GatewayWuiLiveExportFormatTIFF,TIFF
GatewayWuiLiveExportImageRateFull,Full
GatewayWuiLiveExportImageRateSpecified,Ett bilde hvert 
GatewayWuiLiveExportLoginHeader,Logg på sted for direkteeksport
GatewayWuiLiveExportLoginUsername,Brukernavn
GatewayWuiLiveExportLoginPassword,Passord
GatewayWuiLiveExportDeviceConnected,Enhet "%1%" tilkoblet.
GatewayWuiLiveExportDeviceDisconnected,Enhet "%1%" frakoblet.
GatewayWuiLiveExportStart,Direkteeksport startet
GatewayWuiLiveExportStop,Direkteeksport stoppet
GatewayWuiLiveExportPause,Direkteeksport stanset midlertidig
GatewayWuiLiveExportResume,Direkteeksport gjenopptatt
GatewayWuiLiveExportDefaultRestored,Standardinnstillinger gjenopprettet
GatewayWuiLiveExportDeviceMissing,Enheten du har valgt, tilhører et sted som ikke lenger er tilkoblet gatewayen
GatewayWuiLiveExportSetCredentials,Oppgi brukernavnet og passordet for stedet
GatewayWuiConnectionTypeLabel,Tilkoblingstype:
GatewayWuiConnectionTypeNONE,Velg
GatewayWuiConnectionTypeLAN,LAN
GatewayWuiConnectionTypeWAN,WAN
GatewayWuiSetConnectionTypeButtonText,Angi tilkoblingstype
GatewayWuiConnectionTypeIsNotSetText,Stedene du valgte, har forskjellige tilkoblingstyper. Velg samme tilkoblingstype for alle stedene.
GatewayWuiSiteDetailsSelectOneSite,Velg ett sted fra tilkoblede steder
GatewayWuiSiteDetailsSelectOneDiscoveredSite,Velg ett sted fra oppdagede steder
GatewayWuiSiteDetailsButton,Stedsdetaljer...
GatewayWuiSiteDetailsSiteInTitle,Sted: '%1%'
GatewayWuiSiteDetailsError,Kunne ikke hente stedsdetaljer
GatewayWuiSiteDetailsAutoDiscoveredSite,Automatisk oppdaget sted
GatewayWuiSiteDetailsManuallyAddedSite,Sted lagt til manuelt
GatewayWuiSiteDetailsSiteEndpoints,Stedssluttpunkter:

#################################################
# Scheduler Rule DB upgrade
#################################################

#################################################
# UserManager Ldap Server Synchronization
#################################################

#################################################
# New Task Panel
#################################################


NewTaskPanelViewGroup,Visning
NewTaskPanelViewVideoTask,Video
NewTaskPanelViewAlarms,Alarmer
NewTaskPanelViewLprMatches,Nummerskilttreff

NewTaskPanelSearchGroup,Søk
NewTaskPanelSearchEventTask,Hendelser
NewTaskPanelSearchPixelTask,Bevegelse
NewTaskPanelSearchLPRTask,LPR
NewTaskPanelSearchThumbnailTask,Miniatyrbilder
NewTaskPanelSearchPosTask,Tekstkildetransaksjoner
NewTaskPanelSearchAlarmTask,Alarmer
NewTaskPanelSearchBookmarkTask,Bokmerker

NewTaskPanelExportGroup,Eksport
NewTaskPanelExportTask,Eksport
NewTaskPanelBackupTask,Arkivering

NewTaskPanelSetupGroup,Administrer

NewTaskPanelSetupTask,Stedsoppsett

NewTaskPanelSystemHealthLogs,Stedslogger
NewTaskPanelUserLoginManagement,Brukertilkoblinger
NewTaskPanelSystemHealthServerStatus,Stedstilstand
NewTaskPanelSiteLogin,Stedspålogging

#################################################
# Generic Converter Strings
#################################################

FloatPercentageConverterString,%1%%%

TimeSpanConverterShortString,%1$01d:%2$02d:%3$02d
TimeSpanConverterLongString,%1% timer, %2% minutter, %3% sekunder
TimeSpanConverterDayShortString,%1$01d:%2$01d:%3$02d:%4$02d
TimeSpanConverterDayLongString,%1% dager, %2% timer, %3% minutter, %4% sekunder

#################################################
# Favourites
#################################################

FavouritesSystemTreeTitle,Favoritter
FavouritesContextMenuAddCommand,Legg til i favoritter

#################################################
# Notification Tray
#################################################
NotificationTrayClear,Tøm alle
NotificationExpanderText,mer
NotificationIncompatibleEventText,Det oppstod en hendelse. Oppdater Avigilon Control Center Client for å motta hendelsesdetaljer.
NotificationClientOutdatedText,Stedet er nyere enn versjonen av denne klienten. Noen funksjoner kan være utilgjengelige til klienten blir oppgradert. 

HttpResponseInternalServerError,Intern serverfeil
TextTransactSourceProviderDeviceTypeName,Enhet
TextTransactSourceProviderSerialTypeName,Seriell

#################################################
# Macros
#################################################

SelectMacroPopup,Oppgi tastaturkommando-ID:

#################################################
# Video Analytics Types
#################################################


AnalyticsActivityTypeUnknownLabel,Ukjent
AnalyticsActivityTypeUnknownClause,ukjent
AnalyticsActivityTypeObjectsInRoiLabel,Objekter i interesseområde
AnalyticsActivityTypeObjectsInRoiClause,objekter i interesseområde
AnalyticsActivityTypeObjectCrossesBeamLabel,Objekter krysser stråle
AnalyticsActivityTypeObjectCrossesBeamClause,objekter krysser stråle
AnalyticsActivityTypeObjectsLoiteringLabel,Objekter oppholder seg
AnalyticsActivityTypeObjectsLoiteringClause,objekter oppholder seg

AnalyticsActivityTypeUndefinedClause,udefinert
AnalyticsActivityTypeObjectCountingClause,objekt vises eller kommer inn i område
AnalyticsActivityTypeObjectCrossesBeamClause,objekt krysser stråle
AnalyticsActivityTypeSingleObjectEntersClause,objekt kommer inn i område
AnalyticsActivityTypeSingleObjectLeavesClause,objekt forlater område
AnalyticsActivityTypeObjectPresentClause,objekter i område
AnalyticsActivityTypeObjectNotPresentClause,for få objekter
AnalyticsActivityTypeProhibitedDirectionClause,objekt beveger seg i forbudt retning
AnalyticsActivityTypeScheduleStartedClause,tidsplan startet
AnalyticsActivityTypeAlarmInputClause,alarminndata
AnalyticsActivityTypeMonitoredObjectOccludedClause,overvåket objekt dekket
AnalyticsActivityTypeMonitoredObjectMissingClause,overvåket objekt mangler
AnalyticsActivityTypeObjectLoiteringClause,objekt nøler
AnalyticsActivityTypeObjectStoppedClause,objekt stopper i område
AnalyticsActivityTypeObjectAppearsClause,objekt vises
AnalyticsActivityTypeObjectDisappearsClause,objekt forsvinner
AnalyticsActivityTypeObjectEntersClause,objekter kommer inn i område
AnalyticsActivityTypeObjectLeavesClause,objekter forlater område
AnalyticsActivityTypeObjectRequiredClause,objekt er ikke i område
AnalyticsActivityTypeObjectsCrossedBeamClause,objekter krysser stråle
AnalyticsActivityTypeVideoLostClause,video tapt
AnalyticsActivityTypeSceneChangedClause,scene endret
AnalyticsActivityTypeSmartMotionClause,smart bevegelse

AnalyticsActivityTypeUndefinedLabel,Udefinert
AnalyticsActivityTypeObjectCountingLabel,Objekt vises eller kommer inn i område
AnalyticsActivityTypeObjectCrossesBeamLabel,Objekt krysser stråle
AnalyticsActivityTypeSingleObjectEntersLabel,Objekt kommer inn i område
AnalyticsActivityTypeSingleObjectLeavesLabel,Objekt forlater område
AnalyticsActivityTypeObjectPresentLabel,Objekter i område
AnalyticsActivityTypeObjectNotPresentLabel,For få objekter
AnalyticsActivityTypeProhibitedDirectionLabel,Retning overtrådt
AnalyticsActivityTypeScheduleStartedLabel,Tidsplan startet
AnalyticsActivityTypeAlarmInputLabel,Alarminndata
AnalyticsActivityTypeMonitoredObjectOccludedLabel,Overvåket objekt dekket
AnalyticsActivityTypeMonitoredObjectMissingLabel,Overvåket objekt mangler
AnalyticsActivityTypeObjectLoiteringLabel,Objekt nøler
AnalyticsActivityTypeObjectStoppedLabel,Objekt stopper i område
AnalyticsActivityTypeObjectAppearsLabel,Objekt vises
AnalyticsActivityTypeObjectDisappearsLabel,Objekt forsvinner
AnalyticsActivityTypeObjectEntersLabel,Objekter kommer inn i område
AnalyticsActivityTypeObjectLeavesLabel,Objekter forlater område
AnalyticsActivityTypeObjectRequiredLabel,Objekt er ikke i område
AnalyticsActivityTypeObjectsCrossedBeamLabel,Objekter krysser stråle
AnalyticsActivityTypeVideoLostLabel,Video utilgjengelig
AnalyticsActivityTypeSceneChangedLabel,Scene endret
AnalyticsActivityTypeSmartMotionLabel,Smart bevegelse

TeachSettingsTitle,Lær ved eksempel
TeachMarkersLabel,Lær-markører
TeachMarkersLabelCounts,%1% sann: %2% usann
TeachMarkersLabelTrue,Sann
TeachMarkersLabelFalse,Usann
TeachSettingsInfoName,Lær-markør
TeachSettingsInfoTime,Tid:
TeachSettingsInfoUserName,Markert av:
TeachSettingsInfoCreationTime,Markert:
TeachSettingsMarkersTime,Tid
TeachSettingsMarkersResponse,Respons
TeachSettingsMarkersClass,Klasse
TeachSettingsMarkersCreator,Opprettet av
TeachSettingsMarkersCreationTime,Tid opprettet
TeachSettingsActionApply,Bruk
TeachSettingsActionClearMarkers,Fjern alle markører
TeachSettingsActionRestore,Gjenopprett til fabrikkstandard
TeachSettingsMinMarkersWarning,Ikke nok læremarkører. Minst %1% sanne og %2% usanne markører kreves.
TeachSettingsMaxMarkersTrueWarning,Maksimalt antall sanne læremarkører innsamlet for denne enheten.
TeachSettingsMaxMarkersFalseWarning,Maksimalt antall usanne læremarkører innsamlet for dette kameraet.
